,Date,Open
0,2021-01-29,13840.8125
1,2021-01-30,13894.375
2,2021-01-31,13922.934
3,2021-02-01,13965.226
4,2021-02-02,14085.141
5,2021-02-03,14103.824
6,2021-02-04,14078.963
7,2021-02-05,14115.364
8,2021-02-06,14142.226
9,2021-02-07,14168.672
10,2021-02-08,14165.31
11,2021-02-09,14140.092
12,2021-02-10,14232.653
13,2021-02-11,14271.769
14,2021-02-12,14465.477
15,2021-02-13,14594.132
16,2021-02-14,14696.9795
17,2021-02-15,14790.715
18,2021-02-16,14880.479
19,2021-02-17,14969.14
20,2021-02-18,15122.862
21,2021-02-19,15256.112
22,2021-02-20,15312.51
23,2021-02-21,15261.644
24,2021-02-22,15263.77
25,2021-02-23,15357.34
26,2021-02-24,15490.498
27,2021-02-25,15544.071
28,2021-02-26,15518.604
29,2021-02-27,15355.955
