,Date,bert_scores,Open,High,Low,Close,Adj Close,Volume
35,2021-02-22,-0.42857142857142855,14999.049805,15010.099609,14635.049805,14675.700195,14675.700195,609900.0
36,2021-02-19,0.0,15074.799805,15144.049805,14898.200195,14981.75,14981.75,712200.0
37,2021-02-18,0.125,15238.700195,15250.75,15078.049805,15118.950195,15118.950195,770600.0
38,2021-02-17,-0.1111111111111111,15279.900391,15314.299805,15170.75,15208.900391,15208.900391,504800.0
39,2021-02-16,0.25,15371.450195,15431.75,15242.200195,15313.450195,15313.450195,648500.0
40,2021-02-15,0.2727272727272727,15270.299805,15340.150391,15243.400391,15314.700195,15314.700195,456000.0
41,2021-02-12,0.2222222222222222,15186.200195,15243.5,15081.0,15163.299805,15163.299805,571800.0
42,2021-02-11,0.42857142857142855,15073.25,15188.5,15065.400391,15173.299805,15173.299805,500100.0
43,2021-02-10,0.25,15119.049805,15168.25,14977.200195,15106.5,15106.5,624800.0
44,2021-02-09,0.5,15164.150391,15257.099609,15064.299805,15109.299805,15109.299805,713300.0
45,2021-02-08,0.5555555555555556,15064.299805,15159.900391,15041.049805,15115.799805,15115.799805,671200.0
46,2021-02-05,0.3333333333333333,14952.599609,15014.650391,14864.75,14924.25,14924.25,935600.0
47,2021-02-04,0.3333333333333333,14789.049805,14913.700195,14714.75,14895.650391,14895.650391,884700.0
48,2021-02-03,0.5,14754.900391,14868.849609,14574.150391,14789.950195,14789.950195,869500.0
49,2021-02-02,0.5,14481.099609,14731.700195,14469.150391,14647.849609,14647.849609,915000.0
50,2021-02-01,0.35714285714285715,13758.599609,14336.349609,13661.75,14281.200195,14281.200195,870500.0
51,2021-01-29,0.4,13946.599609,13966.849609,13596.75,13634.599609,13634.599609,753200.0
52,2021-01-28,0.0,13810.400391,13898.25,13713.25,13817.549805,13817.549805,637900.0
53,2021-01-27,-0.1111111111111111,14237.950195,14237.950195,13929.299805,13967.5,13967.5,660700.0
54,2021-01-25,-0.125,14477.799805,14491.099609,14218.599609,14238.900391,14238.900391,618600.0
55,2021-01-22,-0.2857142857142857,14583.400391,14619.900391,14357.75,14371.900391,14371.900391,776800.0
56,2021-01-21,0.0,14730.950195,14753.549805,14517.25,14590.349609,14590.349609,704600.0
57,2021-01-20,0.25,14538.299805,14666.450195,14517.549805,14644.700195,14644.700195,623100.0
58,2021-01-19,0.375,14371.650391,14546.049805,14350.849609,14521.150391,14521.150391,546100.0
59,2021-01-18,0.125,14453.299805,14459.150391,14222.799805,14281.299805,14281.299805,762000.0
60,2021-01-15,0.0,14594.349609,14617.450195,14357.849609,14433.700195,14433.700195,789600.0
61,2021-01-14,-0.14285714285714285,14550.049805,14617.799805,14471.5,14595.599609,14595.599609,620200.0
62,2021-01-13,0.38461538461538464,14639.799805,14653.349609,14435.700195,14564.849609,14564.849609,874000.0
63,2021-01-12,0.25,14473.799805,14590.650391,14432.849609,14563.450195,14563.450195,929600.0
64,2021-01-11,0.25,14474.049805,14498.200195,14383.099609,14484.75,14484.75,672900.0
65,2021-01-08,0.3,14258.400391,14367.299805,14221.650391,14347.25,14347.25,613500.0
66,2021-01-07,0.2,14253.75,14256.25,14123.099609,14137.349609,14137.349609,559200.0
67,2021-01-06,-0.18181818181818182,14240.950195,14244.150391,14039.900391,14146.25,14146.25,632300.0
68,2021-01-05,0.5,14075.150391,14215.599609,14048.150391,14199.5,14199.5,492500.0
69,2021-01-04,0.3333333333333333,14104.349609,14147.950195,13953.75,14132.900391,14132.900391,495000.0
70,2021-01-01,0.2857142857142857,,,,,,
71,2020-12-31,0.6,13970.0,14024.849609,13936.450195,13981.75,13981.75,452400.0
72,2020-12-30,0.45454545454545453,13980.900391,13997.0,13864.950195,13981.950195,13981.950195,380700.0
73,2020-12-29,0.4,13910.349609,13967.599609,13859.900391,13932.599609,13932.599609,439600.0
74,2020-12-28,0.3,13815.150391,13885.299805,13811.549805,13873.200195,13873.200195,403600.0
75,2020-12-24,0.0,13672.150391,13771.75,13626.900391,13749.25,13749.25,471400.0
76,2020-12-23,0.36363636363636365,13473.5,13619.450195,13432.200195,13601.099609,13601.099609,458700.0
77,2020-12-22,0.0,13373.650391,13492.049805,13192.900391,13466.299805,13466.299805,696200.0
78,2020-12-21,-0.08333333333333333,13741.900391,13777.5,13131.450195,13328.400391,13328.400391,687300.0
79,2020-12-18,0.3333333333333333,13764.400391,13772.849609,13658.599609,13760.549805,13760.549805,519400.0
80,2020-12-17,0.42857142857142855,13713.549805,13773.25,13673.549805,13740.700195,13740.700195,416000.0
81,2020-12-16,0.5,13663.099609,13692.349609,13606.450195,13682.700195,13682.700195,462200.0
82,2020-12-15,0.0,13547.200195,13589.650391,13447.049805,13567.849609,13567.849609,497600.0
83,2020-12-14,0.09090909090909091,13571.450195,13597.5,13472.450195,13558.150391,13558.150391,558400.0
84,2020-12-11,0.4,13512.299805,13579.349609,13402.849609,13513.849609,13513.849609,787700.0
85,2020-12-10,0.0,13488.5,13503.549805,13399.299805,13478.299805,13478.299805,553400.0
86,2020-12-09,0.7142857142857143,13458.099609,13548.900391,13449.599609,13529.099609,13529.099609,502600.0
87,2020-12-08,0.5714285714285714,13393.849609,13435.450195,13311.049805,13392.950195,13392.950195,543200.0
88,2020-12-07,0.3333333333333333,13264.849609,13366.650391,13241.950195,13355.75,13355.75,591700.0
89,2020-12-04,0.2,13177.400391,13280.049805,13152.849609,13258.549805,13258.549805,640500.0
90,2020-12-03,0.5,13215.299805,13216.599609,13107.900391,13133.900391,13133.900391,713700.0
91,2020-12-02,0.8333333333333334,13121.400391,13128.5,12983.549805,13113.75,13113.75,717700.0
92,2020-12-01,0.7142857142857143,13062.200195,13128.400391,12962.799805,13109.049805,13109.049805,583600.0
93,2020-11-27,0.3,13012.049805,13035.299805,12914.299805,12968.950195,12968.950195,1162400.0
94,2020-11-26,0.2222222222222222,12906.450195,13018.0,12790.400391,12987.0,12987.0,549800.0
95,2020-11-25,-0.08333333333333333,13130.0,13145.849609,12833.650391,12858.400391,12858.400391,679000.0
96,2020-11-24,0.36363636363636365,13002.599609,13079.099609,12978.0,13055.150391,13055.150391,571900.0
97,2020-11-23,0.2727272727272727,12960.299805,12968.849609,12825.700195,12926.450195,12926.450195,633100.0
98,2020-11-20,1.0,12813.400391,12892.450195,12730.25,12859.049805,12859.049805,664000.0
99,2020-11-19,0.1111111111111111,12839.5,12963.0,12745.75,12771.700195,12771.700195,768800.0
100,2020-11-18,0.4444444444444444,12860.099609,12948.849609,12819.349609,12938.25,12938.25,731300.0
101,2020-11-17,0.4444444444444444,12932.5,12934.049805,12797.099609,12874.200195,12874.200195,707700.0
102,2020-11-14,0.375,,,,,,
103,2020-11-13,0.3333333333333333,12659.700195,12735.950195,12607.700195,12719.950195,12719.950195,513900.0
104,2020-11-12,0.3333333333333333,12702.150391,12741.150391,12624.849609,12690.799805,12690.799805,622000.0
105,2020-11-11,0.3,12680.599609,12769.75,12571.099609,12749.150391,12749.150391,880500.0
106,2020-11-10,0.45454545454545453,12556.400391,12643.900391,12475.25,12631.099609,12631.099609,847500.0
107,2020-11-09,0.5,12399.400391,12474.049805,12367.349609,12461.049805,12461.049805,553400.0
108,2020-11-06,0.6,12156.650391,12280.400391,12131.849609,12263.549805,12263.549805,576800.0
109,2020-11-05,0.3333333333333333,12062.400391,12131.099609,12027.599609,12120.299805,12120.299805,632500.0
110,2020-11-04,0.75,11783.349609,11929.650391,11756.400391,11908.5,11908.5,667300.0
111,2020-11-03,0.75,11734.450195,11836.200195,11723.299805,11813.5,11813.5,674300.0
112,2020-11-02,0.75,11697.349609,11725.650391,11557.400391,11669.150391,11669.150391,568400.0
113,2020-10-30,0.0,11678.450195,11748.950195,11535.450195,11642.400391,11642.400391,553700.0
114,2020-10-29,0.0,11633.299805,11744.150391,11606.450195,11670.799805,11670.799805,555000.0
115,2020-10-28,-0.14285714285714285,11922.599609,11929.400391,11684.849609,11729.599609,11729.599609,704000.0
116,2020-10-27,0.5,11807.099609,11899.049805,11723.0,11889.400391,11889.400391,616300.0
117,2020-10-26,-0.2727272727272727,11937.400391,11942.849609,11711.700195,11767.75,11767.75,519800.0
118,2020-10-23,0.375,11957.900391,11974.549805,11908.75,11930.349609,11930.349609,502300.0
119,2020-10-22,0.0,11890.0,11939.549805,11823.450195,11896.450195,11896.450195,544900.0
120,2020-10-21,0.5,11958.549805,12018.650391,11775.75,11937.650391,11937.650391,623700.0
121,2020-10-20,0.0,11861.0,11949.25,11837.25,11896.799805,11896.799805,453600.0
122,2020-10-19,0.2727272727272727,11879.200195,11898.25,11820.400391,11873.049805,11873.049805,541400.0
123,2020-10-16,0.14285714285714285,11727.400391,11789.75,11667.849609,11762.450195,11762.450195,555800.0
124,2020-10-15,0.125,12023.450195,12025.450195,11661.299805,11680.349609,11680.349609,608900.0
125,2020-10-14,0.0,11917.400391,11997.200195,11822.150391,11971.049805,11971.049805,569200.0
126,2020-10-13,0.5,11934.650391,11988.200195,11888.900391,11934.5,11934.5,458300.0
127,2020-10-12,0.125,11973.549805,12022.049805,11867.200195,11930.950195,11930.950195,522600.0
128,2020-10-09,0.1111111111111111,11852.049805,11938.599609,11805.200195,11914.200195,11914.200195,611100.0
129,2020-10-08,0.3,11835.400391,11905.700195,11791.150391,11834.599609,11834.599609,608800.0
130,2020-10-07,0.0,11679.25,11763.049805,11629.349609,11738.849609,11738.849609,513400.0
131,2020-10-06,0.5,11603.450195,11680.299805,11564.299805,11662.400391,11662.400391,561400.0
132,2020-10-05,0.4444444444444444,11487.799805,11578.049805,11452.299805,11503.349609,11503.349609,530600.0
133,2020-10-01,0.0,11364.450195,11428.599609,11347.049805,11416.950195,11416.950195,447700.0
134,2020-09-30,0.5,11244.450195,11295.400391,11184.549805,11247.549805,11247.549805,499300.0
135,2020-09-29,-0.2857142857142857,11288.599609,11305.400391,11181.0,11222.400391,11222.400391,498300.0
136,2020-09-28,0.8333333333333334,11140.849609,11239.349609,11099.849609,11227.549805,11227.549805,472800.0
137,2020-09-25,0.0,10910.400391,11072.599609,10854.849609,11050.25,11050.25,559600.0
138,2020-09-24,0.0,11011.0,11015.299805,10790.200195,10805.549805,10805.549805,706100.0
139,2020-09-23,0.0,11258.75,11259.549805,11024.400391,11131.849609,11131.849609,714900.0
140,2020-09-22,-0.125,11301.75,11302.200195,11084.650391,11153.650391,11153.650391,672200.0
141,2020-09-21,-0.125,11503.799805,11535.25,11218.5,11250.549805,11250.549805,602900.0
142,2020-09-18,0.16666666666666666,11584.099609,11584.099609,11446.099609,11504.950195,11504.950195,764200.0
143,2020-09-17,-0.14285714285714285,11539.400391,11587.200195,11498.5,11516.099609,11516.099609,0.0
144,2020-09-16,0.6,11538.450195,11618.099609,11516.75,11604.549805,11604.549805,527800.0
145,2020-09-15,0.3333333333333333,11487.200195,11535.950195,11442.25,11521.799805,11521.799805,506700.0
146,2020-09-14,0.6,11540.150391,11568.900391,11383.549805,11440.049805,11440.049805,642300.0
147,2020-09-11,0.3333333333333333,11447.799805,11493.5,11419.900391,11464.450195,11464.450195,554800.0
148,2020-09-10,0.625,11363.299805,11464.049805,11327.400391,11449.25,11449.25,679400.0
149,2020-09-09,0.0,11218.599609,11298.150391,11185.150391,11278.0,11278.0,728900.0
150,2020-09-08,0.14285714285714285,11378.549805,11437.25,11290.450195,11317.349609,11317.349609,572200.0
151,2020-09-07,0.2,11359.599609,11381.150391,11251.700195,11355.049805,11355.049805,560300.0
152,2020-09-04,-0.5555555555555556,11354.400391,11452.049805,11303.650391,11333.849609,11333.849609,681300.0
153,2020-09-03,0.0,11566.200195,11584.950195,11507.650391,11527.450195,11527.450195,607100.0
154,2020-09-02,0.6666666666666666,11478.549805,11554.75,11430.400391,11535.0,11535.0,593500.0
155,2020-09-01,0.1111111111111111,11464.299805,11553.549805,11366.900391,11470.25,11470.25,783800.0
156,2020-08-31,0.3,11777.549805,11794.25,11325.849609,11387.5,11387.5,1371800.0
157,2020-08-28,0.14285714285714285,11602.950195,11686.049805,11589.400391,11647.599609,11647.599609,807000.0
158,2020-08-27,0.375,11609.299805,11617.349609,11540.599609,11559.25,11559.25,719800.0
159,2020-08-26,0.2222222222222222,11512.849609,11561.75,11461.849609,11549.599609,11549.599609,743400.0
160,2020-08-25,0.2,11513.099609,11525.900391,11423.349609,11472.25,11472.25,638200.0
161,2020-08-24,0.2222222222222222,11412.0,11497.25,11410.650391,11466.450195,11466.450195,532900.0
162,2020-08-21,0.1111111111111111,11409.650391,11418.5,11362.200195,11371.599609,11371.599609,668700.0
163,2020-08-20,0.0,11317.450195,11361.450195,11289.799805,11312.200195,11312.200195,791600.0
164,2020-08-19,0.2727272727272727,11452.150391,11460.349609,11394.099609,11408.400391,11408.400391,626200.0
165,2020-08-18,0.3,11259.799805,11401.700195,11253.150391,11385.349609,11385.349609,579200.0
166,2020-08-17,0.2727272727272727,11248.900391,11267.099609,11144.5,11247.099609,11247.099609,634000.0
167,2020-08-14,0.125,11353.299805,11366.25,11111.450195,11178.400391,11178.400391,645100.0
168,2020-08-13,0.2222222222222222,11334.849609,11359.299805,11269.950195,11300.450195,11300.450195,562400.0
169,2020-08-12,0.0,11289.0,11322.0,11242.650391,11308.400391,11308.400391,609900.0
170,2020-08-11,0.5714285714285714,11322.25,11373.599609,11299.150391,11322.5,11322.5,586100.0
171,2020-08-10,0.5714285714285714,11270.25,11337.299805,11238.0,11270.150391,11270.150391,492000.0
172,2020-08-07,0.3333333333333333,11186.650391,11231.900391,11142.049805,11214.049805,11214.049805,452600.0
173,2020-08-06,0.5714285714285714,11185.700195,11256.799805,11127.299805,11200.150391,11200.150391,600400.0
174,2020-08-05,0.0,11155.75,11225.650391,11064.049805,11101.650391,11101.650391,667600.0
175,2020-08-04,0.42857142857142855,10946.650391,11112.25,10908.099609,11095.25,11095.25,625700.0
176,2020-08-03,-0.1111111111111111,11057.549805,11058.049805,10882.25,10891.599609,10891.599609,680900.0
177,2020-07-31,0.16666666666666666,11139.5,11150.400391,11026.650391,11073.450195,11073.450195,642600.0
178,2020-07-30,0.375,11254.299805,11299.950195,11084.950195,11102.150391,11102.150391,677800.0
179,2020-07-29,0.25,11276.900391,11341.400391,11149.75,11202.849609,11202.849609,600700.0
180,2020-07-28,0.5,11154.099609,11317.75,11151.400391,11300.549805,11300.549805,683900.0
181,2020-07-27,-0.16666666666666666,11225.0,11225.0,11087.849609,11131.799805,11131.799805,588100.0
182,2020-07-24,0.0,11149.950195,11225.400391,11090.299805,11194.150391,11194.150391,678900.0
183,2020-07-23,0.375,11135.0,11239.799805,11103.150391,11215.450195,11215.450195,621600.0
184,2020-07-22,0.1,11231.200195,11238.099609,11056.549805,11132.599609,11132.599609,765100.0
185,2020-07-21,0.4444444444444444,11126.099609,11179.549805,11113.25,11162.25,11162.25,772000.0
186,2020-07-20,0.3,10999.450195,11037.900391,10953.0,11022.200195,11022.200195,554300.0
187,2020-07-17,0.4,10752.0,10933.450195,10749.650391,10901.700195,10901.700195,676900.0
188,2020-07-16,0.14285714285714285,10706.200195,10755.299805,10595.200195,10739.950195,10739.950195,694400.0
189,2020-07-15,0.4,10701.0,10827.450195,10577.75,10618.200195,10618.200195,715900.0
190,2020-07-14,-0.2222222222222222,10750.849609,10755.650391,10562.900391,10607.349609,10607.349609,532400.0
191,2020-07-13,0.36363636363636365,10851.849609,10894.049805,10756.049805,10802.700195,10802.700195,554100.0
192,2020-07-10,0.2857142857142857,10764.099609,10819.400391,10713.0,10768.049805,10768.049805,590700.0
193,2020-07-09,0.42857142857142855,10755.549805,10836.849609,10733.0,10813.450195,10813.450195,618700.0
194,2020-07-08,0.0,10818.650391,10847.849609,10676.549805,10705.75,10705.75,767900.0
195,2020-07-07,0.2222222222222222,10802.849609,10813.799805,10689.700195,10799.650391,10799.650391,636800.0
196,2020-07-06,0.5,10723.849609,10811.400391,10695.099609,10763.650391,10763.650391,571200.0
197,2020-07-03,0.4444444444444444,10614.950195,10631.299805,10562.650391,10607.349609,10607.349609,525200.0
198,2020-07-02,0.2857142857142857,10493.049805,10598.200195,10485.549805,10551.700195,10551.700195,597400.0
199,2020-07-01,0.3,10323.799805,10447.049805,10299.599609,10430.049805,10430.049805,573600.0
200,2020-06-30,0.375,10382.599609,10401.049805,10267.349609,10302.099609,10302.099609,556200.0
201,2020-06-29,0.0,10311.950195,10337.950195,10223.599609,10312.400391,10312.400391,574500.0
202,2020-06-26,0.3333333333333333,10378.900391,10409.849609,10311.25,10383.0,10383.0,671900.0
203,2020-06-25,0.0,10235.549805,10361.799805,10194.5,10288.900391,10288.900391,994200.0
204,2020-06-24,-0.14285714285714285,10529.25,10553.150391,10281.950195,10305.299805,10305.299805,854800.0
205,2020-06-23,0.5,10347.950195,10484.700195,10301.75,10471.0,10471.0,669200.0
206,2020-06-22,0.8571428571428571,10318.75,10393.650391,10277.599609,10311.200195,10311.200195,685400.0
207,2020-06-19,0.4,10119.0,10272.400391,10072.650391,10244.400391,10244.400391,892100.0
208,2020-06-18,0.0,9863.25,10111.200195,9845.049805,10091.650391,10091.650391,622900.0
209,2020-06-17,0.125,9876.700195,10003.599609,9833.799805,9881.150391,9881.150391,685400.0
210,2020-06-16,0.5555555555555556,10014.799805,10046.150391,9728.5,9914.0,9914.0,899900.0
211,2020-06-15,-0.16666666666666666,9919.349609,9943.349609,9726.349609,9813.700195,9813.700195,716100.0
212,2020-06-12,0.0,9544.950195,9996.049805,9544.349609,9972.900391,9972.900391,796300.0
213,2020-06-11,-0.125,10094.099609,10112.049805,9885.049805,9902.0,9902.0,715500.0
214,2020-06-10,0.2727272727272727,10072.599609,10148.75,10036.849609,10116.150391,10116.150391,632400.0
215,2020-06-09,0.25,10181.150391,10291.150391,10021.450195,10046.650391,10046.650391,754200.0
216,2020-06-08,0.2727272727272727,10326.75,10328.5,10120.25,10167.450195,10167.450195,936500.0
217,2020-06-05,0.25,10093.799805,10177.799805,10040.75,10142.150391,10142.150391,987100.0
218,2020-06-04,0.2857142857142857,10054.25,10123.849609,9944.25,10029.099609,10029.099609,775100.0
219,2020-06-03,0.5,10108.299805,10176.200195,10035.549805,10061.549805,10061.549805,794700.0
220,2020-06-02,0.4,9880.849609,9995.599609,9824.049805,9979.099609,9979.099609,770200.0
221,2020-06-01,0.23076923076923078,9726.849609,9931.599609,9706.950195,9826.150391,9826.150391,794200.0
222,2020-05-29,0.4,9422.200195,9598.849609,9376.900391,9580.299805,9580.299805,967000.0
223,2020-05-28,0.5714285714285714,9364.950195,9511.25,9336.5,9490.099609,9490.099609,837900.0
224,2020-05-27,0.2857142857142857,9082.200195,9334.0,9004.25,9314.950195,9314.950195,763500.0
225,2020-05-26,0.2222222222222222,9099.75,9161.650391,8996.650391,9029.049805,9029.049805,655000.0
226,2020-05-22,0.0,9067.900391,9149.599609,8968.549805,9039.25,9039.25,675800.0
227,2020-05-21,0.4444444444444444,9079.450195,9178.549805,9056.099609,9106.25,9106.25,631500.0
228,2020-05-20,-0.2,8889.150391,9093.799805,8875.349609,9066.549805,9066.549805,622300.0
229,2020-05-19,0.2222222222222222,8961.700195,9030.349609,8855.299805,8879.099609,8879.099609,762200.0
230,2020-05-18,0.0,9158.299805,9158.299805,8806.75,8823.25,8823.25,773000.0
231,2020-05-15,-0.1,9182.400391,9182.400391,9050.0,9136.849609,9136.849609,575900.0
232,2020-05-14,-0.5,9213.950195,9281.099609,9119.75,9142.75,9142.75,602600.0
233,2020-05-13,0.375,9584.200195,9584.5,9351.099609,9383.549805,9383.549805,846400.0
234,2020-05-12,0.125,9168.849609,9240.849609,9043.950195,9196.549805,9196.549805,805500.0
235,2020-05-11,-0.3333333333333333,9348.150391,9439.900391,9219.950195,9239.200195,9239.200195,704600.0
236,2020-05-08,0.3333333333333333,9376.950195,9382.650391,9238.200195,9251.5,9251.5,609100.0
237,2020-05-07,0.16666666666666666,9234.049805,9277.849609,9175.900391,9199.049805,9199.049805,708700.0
238,2020-05-06,0.14285714285714285,9226.799805,9346.900391,9116.5,9270.900391,9270.900391,722200.0
239,2020-05-05,-0.3333333333333333,9429.400391,9450.900391,9190.75,9205.599609,9205.599609,725200.0
240,2020-05-04,-0.375,9533.5,9533.5,9266.950195,9293.5,9293.5,687500.0
241,2020-04-30,1.0,9753.5,9889.049805,9731.5,9859.900391,9859.900391,931200.0
242,2020-04-29,0.375,9408.599609,9599.849609,9392.349609,9553.349609,9553.349609,653000.0
243,2020-04-28,0.42857142857142855,9389.799805,9404.400391,9260.0,9380.900391,9380.900391,614500.0
244,2020-04-27,0.18181818181818182,9259.700195,9377.099609,9250.349609,9282.299805,9282.299805,512800.0
245,2020-04-24,-0.1111111111111111,9163.900391,9296.900391,9141.299805,9154.400391,9154.400391,659400.0
246,2020-04-23,0.3333333333333333,9232.349609,9343.599609,9170.150391,9313.900391,9313.900391,666700.0
247,2020-04-22,0.5,9026.75,9209.75,8946.25,9187.299805,9187.299805,734400.0
248,2020-04-21,0.0,9016.950195,9044.400391,8909.400391,8981.450195,8981.450195,655100.0
249,2020-04-20,0.125,9390.200195,9390.849609,9230.799805,9261.849609,9261.849609,726400.0
250,2020-04-17,0.42857142857142855,9323.450195,9324.0,9091.349609,9266.75,9266.75,684200.0
251,2020-04-16,0.42857142857142855,8851.25,9053.75,8821.900391,8992.799805,8992.799805,719400.0
252,2020-04-15,0.125,9196.400391,9261.200195,8874.099609,8925.299805,8925.299805,879100.0
253,2020-04-13,-0.3333333333333333,9103.950195,9112.049805,8912.400391,8993.849609,8993.849609,644000.0
254,2020-04-09,0.5714285714285714,8973.049805,9128.349609,8904.549805,9111.900391,9111.900391,742100.0
255,2020-04-08,0.375,8688.900391,9131.700195,8653.900391,8748.75,8748.75,896500.0
256,2020-04-07,0.3333333333333333,8446.299805,8819.400391,8360.950195,8792.200195,8792.200195,814200.0
257,2020-04-03,0.0,8356.549805,8356.549805,8055.799805,8083.799805,8083.799805,697000.0
258,2020-04-01,0.0,8584.099609,8588.099609,8198.349609,8253.799805,8253.799805,506300.0
259,2020-03-31,0.2857142857142857,8529.349609,8678.299805,8358.0,8597.75,8597.75,712700.0
260,2020-03-30,-0.0625,8385.950195,8576.0,8244.0,8281.099609,8281.099609,593300.0
261,2020-03-27,0.3333333333333333,8949.099609,9038.900391,8522.900391,8660.25,8660.25,801500.0
262,2020-03-26,0.2,8451.0,8749.049805,8304.900391,8641.450195,8641.450195,865600.0
263,2020-03-25,0.5,7735.149901999999,8376.75,7714.75,8317.849609,8317.849609,736900.0
264,2020-03-24,0.2222222222222222,7848.299805,8036.950195,7511.100098000001,7801.049805,7801.049805,738400.0
265,2020-03-23,-0.14285714285714285,7945.700195,8159.25,7583.600098000001,7610.25,7610.25,653500.0
266,2020-03-20,0.45454545454545453,8284.450195,8883.0,8178.200195,8745.450195,8745.450195,1071500.0
267,2020-03-19,0.16666666666666666,8063.299805,8575.450195,7832.549805,8263.450195,8263.450195,925700.0
268,2020-03-18,0.1111111111111111,9088.450195,9127.549805,8407.049805,8468.799805,8468.799805,1516600.0
269,2020-03-17,0.0,9285.400391,9403.799805,8915.599609,8967.049805,8967.049805,935600.0
270,2020-03-16,0.0,9587.799805,9602.200195,9165.099609,9197.400391,9197.400391,897700.0
271,2020-03-13,0.38461538461538464,9107.599609,10159.400391,8555.150391,9955.200195,9955.200195,1388000.0
272,2020-03-12,0.21428571428571427,10039.950195,10040.75,9508.0,9590.150391,9590.150391,1343500.0
273,2020-03-11,0.5555555555555556,10334.299805,10545.099609,10334.0,10458.400391,10458.400391,1218500.0
274,2020-03-09,0.1111111111111111,10742.049805,10751.549805,10294.450195,10451.450195,10451.450195,1565500.0
275,2020-03-06,0.0,10942.650391,11035.099609,10827.400391,10989.450195,10989.450195,1811000.0
276,2020-03-05,0.1111111111111111,11306.049805,11389.5,11244.599609,11269.0,11269.0,1352500.0
277,2020-03-04,0.3,11351.349609,11356.599609,11082.150391,11251.0,11251.0,797700.0
278,2020-03-03,0.625,11217.549805,11342.25,11152.549805,11303.299805,11303.299805,696500.0
279,2020-03-02,0.0,11387.349609,11433.0,11036.25,11132.75,11132.75,680800.0
280,2020-02-28,-0.07692307692307693,11382.0,11384.799805,11175.049805,11201.75,11201.75,809900.0
