,Date,bert_scores,Open,High,Low,Close,Adj Close,Volume,2day_weighted,3day_weighted
17,2021-03-19,0.375,14471.150391,14788.25,14350.099609,14744.0,14744.0,919200.0,0.3135,0.23875000000000002
18,2021-03-18,-0.2222222222222222,14855.5,14875.200195,14478.599609,14557.849609,14557.849609,542200.0,-0.02291666666666667,0.07125
19,2021-03-17,-0.2857142857142857,14946.549805,14956.549805,14696.049805,14721.299805,14721.299805,100.0,-0.26190476190476186,-0.13134920634920633
20,2021-03-16,-0.3333333333333333,14996.099609,15051.599609,14890.650391,14910.450195,14910.450195,100.0,-0.3142857142857143,-0.29444444444444445
21,2021-03-15,0.4,15048.400391,15048.400391,14745.849609,14929.5,14929.5,467500.0,0.15400000000000003,0.006190476190476225
22,2021-03-12,-0.14285714285714285,15321.150391,15336.299805,14953.599609,15030.950195,15030.950195,493200.0,0.03771428571428573,0.00904761904761904
23,2021-03-10,0.25,15202.150391,15218.450195,15100.849609,15174.799805,15174.799805,404600.0,0.11785714285714287,0.14250000000000002
24,2021-03-09,0.14285714285714285,15049.900391,15126.849609,14925.450195,15098.400391,15098.400391,675300.0,0.17678571428571427,0.1232142857142857
25,2021-03-08,0.25,15002.450195,15111.150391,14919.900391,14956.200195,14956.200195,0.0,0.21214285714285713,0.21250000000000002
26,2021-03-05,0.0,14977.950195,15092.349609,14862.099609,14938.099609,14938.099609,640700.0,0.0825,0.11607142857142856
27,2021-03-04,-0.125,15026.75,15202.349609,14980.200195,15080.75,15080.75,534900.0,-0.0825,-0.006249999999999999
28,2021-03-03,0.42857142857142855,15064.400391,15273.150391,14995.799805,15245.599609,15245.599609,544200.0,0.24160714285714285,0.14910714285714283
29,2021-03-02,0.2727272727272727,14865.299805,14959.099609,14760.799805,14919.099609,14919.099609,621700.0,0.3214285714285714,0.2477272727272727
30,2021-03-01,0.3333333333333333,14702.5,14806.799805,14638.549805,14761.549805,14761.549805,507300.0,0.31,0.3311688311688311
31,2021-02-26,-0.2,14888.599609,14919.450195,14467.75,14529.150391,14529.150391,1103600.0,-0.022000000000000006,0.08121212121212118
32,2021-02-25,0.2,15079.849609,15176.5,15065.349609,15097.349609,15097.349609,803900.0,0.066,0.08666666666666668
33,2021-02-24,0.14285714285714285,14729.150391,15008.799805,14504.5,14982.0,14982.0,403800.0,0.16028571428571428,0.09428571428571428
34,2021-02-23,0.16666666666666666,14782.25,14854.5,14651.849609,14707.799805,14707.799805,744100.0,0.15714285714285714,0.165
35,2021-02-22,-0.42857142857142855,14999.049805,15010.099609,14635.049805,14675.700195,14675.700195,609900.0,-0.22785714285714287,-0.10595238095238095
36,2021-02-19,0.0,15074.799805,15144.049805,14898.200195,14981.75,14981.75,712200.0,-0.14142857142857143,-0.11666666666666667
37,2021-02-18,0.125,15238.700195,15250.75,15078.049805,15118.950195,15118.950195,770600.0,0.0825,-0.029464285714285714
38,2021-02-17,-0.1111111111111111,15279.900391,15314.299805,15170.75,15208.900391,15208.900391,504800.0,-0.03208333333333333,-0.006249999999999999
39,2021-02-16,0.25,15371.450195,15431.75,15242.200195,15313.450195,15313.450195,648500.0,0.12833333333333335,0.09861111111111112
40,2021-02-15,0.2727272727272727,15270.299805,15340.150391,15243.400391,15314.700195,15314.700195,456000.0,0.2625,0.18800505050505048
41,2021-02-12,0.2222222222222222,15186.200195,15243.5,15081.0,15163.299805,15163.299805,571800.0,0.23666666666666666,0.24545454545454543
42,2021-02-11,0.42857142857142855,15073.25,15188.5,15065.400391,15173.299805,15173.299805,500100.0,0.35619047619047617,0.3251803751803752
43,2021-02-10,0.25,15119.049805,15168.25,14977.200195,15106.5,15106.5,624800.0,0.30642857142857144,0.30694444444444446
44,2021-02-09,0.5,15164.150391,15257.099609,15064.299805,15109.299805,15109.299805,713300.0,0.41250000000000003,0.39821428571428574
45,2021-02-08,0.5555555555555556,15064.299805,15159.900391,15041.049805,15115.799805,15115.799805,671200.0,0.5316666666666667,0.475
46,2021-02-05,0.3333333333333333,14952.599609,15014.650391,14864.75,14924.25,14924.25,935600.0,0.4033333333333333,0.4444444444444444
47,2021-02-04,0.3333333333333333,14789.049805,14913.700195,14714.75,14895.650391,14895.650391,884700.0,0.33,0.37777777777777777
48,2021-02-03,0.5,14754.900391,14868.849609,14574.150391,14789.950195,14789.950195,869500.0,0.44,0.4083333333333333
49,2021-02-02,0.5,14481.099609,14731.700195,14469.150391,14647.849609,14647.849609,915000.0,0.495,0.4666666666666667
50,2021-02-01,0.35714285714285715,13758.599609,14336.349609,13661.75,14281.200195,14281.200195,870500.0,0.40071428571428575,0.4357142857142857
51,2021-01-29,0.4,13946.599609,13966.849609,13596.75,13634.599609,13634.599609,753200.0,0.3818571428571429,0.405
52,2021-01-28,0.0,13810.400391,13898.25,13713.25,13817.549805,13817.549805,637900.0,0.132,0.2114285714285714
53,2021-01-27,-0.1111111111111111,14237.950195,14237.950195,13929.299805,13967.5,13967.5,660700.0,-0.07333333333333333,0.03000000000000002
54,2021-01-25,-0.125,14477.799805,14491.099609,14218.599609,14238.900391,14238.900391,618600.0,-0.11916666666666667,-0.09513888888888888
55,2021-01-22,-0.2857142857142857,14583.400391,14619.900391,14357.75,14371.900391,14371.900391,776800.0,-0.22982142857142857,-0.1945436507936508
56,2021-01-21,0.0,14730.950195,14753.549805,14517.25,14590.349609,14590.349609,704600.0,-0.09428571428571428,-0.125
57,2021-01-20,0.25,14538.299805,14666.450195,14517.549805,14644.700195,14644.700195,623100.0,0.165,0.05535714285714286
58,2021-01-19,0.375,14371.650391,14546.049805,14350.849609,14521.150391,14521.150391,546100.0,0.33,0.25625
59,2021-01-18,0.125,14453.299805,14459.150391,14222.799805,14281.299805,14281.299805,762000.0,0.20625,0.2375
60,2021-01-15,0.0,14594.349609,14617.450195,14357.849609,14433.700195,14433.700195,789600.0,0.04125,0.11875000000000001
61,2021-01-14,-0.14285714285714285,14550.049805,14617.799805,14471.5,14595.599609,14595.599609,620200.0,-0.09428571428571428,-0.03928571428571428
62,2021-01-13,0.38461538461538464,14639.799805,14653.349609,14435.700195,14564.849609,14564.849609,874000.0,0.20670329670329673,0.12307692307692311
63,2021-01-12,0.25,14473.799805,14590.650391,14432.849609,14563.450195,14563.450195,929600.0,0.29192307692307695,0.21854395604395604
64,2021-01-11,0.25,14474.049805,14498.200195,14383.099609,14484.75,14484.75,672900.0,0.2475,0.27692307692307694
65,2021-01-08,0.3,14258.400391,14367.299805,14221.650391,14347.25,14347.25,613500.0,0.2805,0.2725
66,2021-01-07,0.2,14253.75,14256.25,14123.099609,14137.349609,14137.349609,559200.0,0.231,0.245
67,2021-01-06,-0.18181818181818185,14240.950195,14244.150391,14039.900391,14146.25,14146.25,632300.0,-0.05400000000000002,0.04818181818181816
68,2021-01-05,0.5,14075.150391,14215.599609,14048.150391,14199.5,14199.5,492500.0,0.27,0.20136363636363638
69,2021-01-04,0.3333333333333333,14104.349609,14147.950195,13953.75,14132.900391,14132.900391,495000.0,0.385,0.2886363636363636
70,2021-01-01,0.2857142857142857,,,,,,,0.29857142857142854,0.34523809523809523
71,2020-12-31,0.6,13970.0,14024.849609,13936.450195,13981.75,13981.75,452400.0,0.4902857142857143,0.43666666666666665
72,2020-12-30,0.4545454545454545,13980.900391,13997.0,13864.950195,13981.950195,13981.950195,380700.0,0.498,0.4716883116883117
73,2020-12-29,0.4,13910.349609,13967.599609,13859.900391,13932.599609,13932.599609,439600.0,0.41400000000000003,0.4590909090909091
74,2020-12-28,0.3,13815.150391,13885.299805,13811.549805,13873.200195,13873.200195,403600.0,0.33,0.3659090909090909
75,2020-12-24,0.0,13672.150391,13771.75,13626.900391,13749.25,13749.25,471400.0,0.099,0.185
76,2020-12-23,0.3636363636363637,13473.5,13619.450195,13432.200195,13601.099609,13601.099609,458700.0,0.24000000000000005,0.22363636363636366
77,2020-12-22,0.0,13373.650391,13492.049805,13192.900391,13466.299805,13466.299805,696200.0,0.12000000000000002,0.1272727272727273
78,2020-12-21,-0.08333333333333333,13741.900391,13777.5,13131.450195,13328.400391,13328.400391,687300.0,-0.055,0.03522727272727274
79,2020-12-18,0.3333333333333333,13764.400391,13772.849609,13658.599609,13760.549805,13760.549805,519400.0,0.1925,0.12083333333333333
80,2020-12-17,0.42857142857142855,13713.549805,13773.25,13673.549805,13740.700195,13740.700195,416000.0,0.39285714285714285,0.2928571428571428
81,2020-12-16,0.5,13663.099609,13692.349609,13606.450195,13682.700195,13682.700195,462200.0,0.4714285714285714,0.44166666666666665
82,2020-12-15,0.0,13547.200195,13589.650391,13447.049805,13567.849609,13567.849609,497600.0,0.165,0.2607142857142857
83,2020-12-14,0.09090909090909093,13571.450195,13597.5,13472.450195,13558.150391,13558.150391,558400.0,0.06000000000000001,0.14090909090909093
84,2020-12-11,0.4,13512.299805,13579.349609,13402.849609,13513.849609,13513.849609,787700.0,0.29400000000000004,0.21181818181818185
85,2020-12-10,0.0,13488.5,13503.549805,13399.299805,13478.299805,13478.299805,553400.0,0.132,0.15818181818181817
86,2020-12-09,0.7142857142857143,13458.099609,13548.900391,13449.599609,13529.099609,13529.099609,502600.0,0.4714285714285715,0.40142857142857147
87,2020-12-08,0.5714285714285714,13393.849609,13435.450195,13311.049805,13392.950195,13392.950195,543200.0,0.6128571428571429,0.5071428571428571
88,2020-12-07,0.3333333333333333,13264.849609,13366.650391,13241.950195,13355.75,13355.75,591700.0,0.4085714285714286,0.4928571428571429
89,2020-12-04,0.2,13177.400391,13280.049805,13152.849609,13258.549805,13258.549805,640500.0,0.242,0.32095238095238093
90,2020-12-03,0.5,13215.299805,13216.599609,13107.900391,13133.900391,13133.900391,713700.0,0.396,0.36166666666666664
91,2020-12-02,0.8333333333333334,13121.400391,13128.5,12983.549805,13113.75,13113.75,717700.0,0.7150000000000001,0.5900000000000001
92,2020-12-01,0.7142857142857143,13062.200195,13128.400391,12962.799805,13109.049805,13109.049805,583600.0,0.7464285714285714,0.7130952380952381
93,2020-11-27,0.3,13012.049805,13035.299805,12914.299805,12968.950195,12968.950195,1162400.0,0.4337142857142857,0.5516666666666667
94,2020-11-26,0.2222222222222222,12906.450195,13018.0,12790.400391,12987.0,12987.0,549800.0,0.24566666666666667,0.34785714285714286
95,2020-11-25,-0.08333333333333333,13130.0,13145.849609,12833.650391,12858.400391,12858.400391,679000.0,0.018333333333333333,0.10027777777777777
96,2020-11-24,0.3636363636363637,13002.599609,13079.099609,12978.0,13055.150391,13055.150391,571900.0,0.21250000000000005,0.17891414141414144
97,2020-11-23,0.2727272727272727,12960.299805,12968.849609,12825.700195,12926.450195,12926.450195,633100.0,0.30000000000000004,0.23333333333333334
98,2020-11-20,1.0,12813.400391,12892.450195,12730.25,12859.049805,12859.049805,664000.0,0.75,0.6181818181818182
99,2020-11-19,0.1111111111111111,12839.5,12963.0,12745.75,12771.700195,12771.700195,768800.0,0.4033333333333333,0.45454545454545453
100,2020-11-18,0.4444444444444444,12860.099609,12948.849609,12819.349609,12938.25,12938.25,731300.0,0.33,0.4388888888888889
101,2020-11-17,0.4444444444444444,12932.5,12934.049805,12797.099609,12874.200195,12874.200195,707700.0,0.44,0.3777777777777777
102,2020-11-14,0.375,,,,,,,0.39416666666666667,0.4131944444444444
103,2020-11-13,0.3333333333333333,12659.700195,12735.950195,12607.700195,12719.950195,12719.950195,513900.0,0.34375,0.3701388888888889
104,2020-11-12,0.3333333333333333,12702.150391,12741.150391,12624.849609,12690.799805,12690.799805,622000.0,0.33,0.3416666666666667
105,2020-11-11,0.3,12680.599609,12769.75,12571.099609,12749.150391,12749.150391,880500.0,0.308,0.3183333333333333
106,2020-11-10,0.4545454545454545,12556.400391,12643.900391,12475.25,12631.099609,12631.099609,847500.0,0.399,0.37621212121212116
107,2020-11-09,0.5,12399.400391,12474.049805,12367.349609,12461.049805,12461.049805,553400.0,0.48,0.44409090909090904
108,2020-11-06,0.6,12156.650391,12280.400391,12131.849609,12263.549805,12263.549805,576800.0,0.561,0.5359090909090909
109,2020-11-05,0.3333333333333333,12062.400391,12131.099609,12027.599609,12120.299805,12120.299805,632500.0,0.41800000000000004,0.45999999999999996
110,2020-11-04,0.75,11783.349609,11929.650391,11756.400391,11908.5,11908.5,667300.0,0.605,0.5741666666666667
111,2020-11-03,0.75,11734.450195,11836.200195,11723.299805,11813.5,11813.5,674300.0,0.7424999999999999,0.6666666666666666
112,2020-11-02,0.75,11697.349609,11725.650391,11557.400391,11669.150391,11669.150391,568400.0,0.7424999999999999,0.75
113,2020-10-30,0.0,11678.450195,11748.950195,11535.450195,11642.400391,11642.400391,553700.0,0.2475,0.4125
114,2020-10-29,0.0,11633.299805,11744.150391,11606.450195,11670.799805,11670.799805,555000.0,0.0,0.15000000000000002
115,2020-10-28,-0.14285714285714285,11922.599609,11929.400391,11684.849609,11729.599609,11729.599609,704000.0,-0.09428571428571428,-0.06428571428571428
116,2020-10-27,0.5,11807.099609,11899.049805,11723.0,11889.400391,11889.400391,616300.0,0.28285714285714286,0.17500000000000002
117,2020-10-26,-0.2727272727272727,11937.400391,11942.849609,11711.700195,11767.75,11767.75,519800.0,-0.014999999999999986,0.023701298701298692
118,2020-10-23,0.375,11957.900391,11974.549805,11908.75,11930.349609,11930.349609,502300.0,0.1575,0.17329545454545459
119,2020-10-22,0.0,11890.0,11939.549805,11823.450195,11896.450195,11896.450195,544900.0,0.12375,0.07670454545454544
120,2020-10-21,0.5,11958.549805,12018.650391,11775.75,11937.650391,11937.650391,623700.0,0.33,0.30000000000000004
121,2020-10-20,0.0,11861.0,11949.25,11837.25,11896.799805,11896.799805,453600.0,0.165,0.175
122,2020-10-19,0.2727272727272727,11879.200195,11898.25,11820.400391,11873.049805,11873.049805,541400.0,0.18,0.22272727272727272
123,2020-10-16,0.14285714285714285,11727.400391,11789.75,11667.849609,11762.450195,11762.450195,555800.0,0.18428571428571427,0.15974025974025974
124,2020-10-15,0.125,12023.450195,12025.450195,11661.299805,11680.349609,11680.349609,608900.0,0.12964285714285714,0.16079545454545455
125,2020-10-14,0.0,11917.400391,11997.200195,11822.150391,11971.049805,11971.049805,569200.0,0.04125,0.07232142857142856
126,2020-10-13,0.5,11934.650391,11988.200195,11888.900391,11934.5,11934.5,458300.0,0.33,0.25
127,2020-10-12,0.125,11973.549805,12022.049805,11867.200195,11930.950195,11930.950195,522600.0,0.2475,0.23124999999999998
128,2020-10-09,0.1111111111111111,11852.049805,11938.599609,11805.200195,11914.200195,11914.200195,611100.0,0.11458333333333334,0.19375
129,2020-10-08,0.3,11835.400391,11905.700195,11791.150391,11834.599609,11834.599609,608800.0,0.2346666666666667,0.1988888888888889
130,2020-10-07,0.0,11679.25,11763.049805,11629.349609,11738.849609,11738.849609,513400.0,0.099,0.1272222222222222
131,2020-10-06,0.5,11603.450195,11680.299805,11564.299805,11662.400391,11662.400391,561400.0,0.33,0.28500000000000003
132,2020-10-05,0.4444444444444444,11487.799805,11578.049805,11452.299805,11503.349609,11503.349609,530600.0,0.45833333333333337,0.375
133,2020-10-01,0.0,11364.450195,11428.599609,11347.049805,11416.950195,11416.950195,447700.0,0.14666666666666667,0.25555555555555554
134,2020-09-30,0.5,11244.450195,11295.400391,11184.549805,11247.549805,11247.549805,499300.0,0.33,0.3138888888888889
135,2020-09-29,-0.2857142857142857,11288.599609,11305.400391,11181.0,11222.400391,11222.400391,498300.0,-0.02357142857142855,0.04642857142857143
136,2020-09-28,0.8333333333333334,11140.849609,11239.349609,11099.849609,11227.549805,11227.549805,472800.0,0.45571428571428574,0.375
137,2020-09-25,0.0,10910.400391,11072.599609,10854.849609,11050.25,11050.25,559600.0,0.275,0.23452380952380955
138,2020-09-24,0.0,11011.0,11015.299805,10790.200195,10805.549805,10805.549805,706100.0,0.0,0.16666666666666669
139,2020-09-23,0.0,11258.75,11259.549805,11024.400391,11131.849609,11131.849609,714900.0,0.0,0.0
140,2020-09-22,-0.125,11301.75,11302.200195,11084.650391,11153.650391,11153.650391,672200.0,-0.0825,-0.05625
141,2020-09-21,-0.125,11503.799805,11535.25,11218.5,11250.549805,11250.549805,602900.0,-0.12375,-0.1
142,2020-09-18,0.16666666666666666,11584.099609,11584.099609,11446.099609,11504.950195,11504.950195,764200.0,0.06875,0.006249999999999999
143,2020-09-17,-0.14285714285714285,11539.400391,11587.200195,11498.5,11516.099609,11516.099609,0.0,-0.03928571428571428,-0.030952380952380953
144,2020-09-16,0.6,11538.450195,11618.099609,11516.75,11604.549805,11604.549805,527800.0,0.34885714285714287,0.25333333333333335
145,2020-09-15,0.3333333333333333,11487.200195,11535.950195,11442.25,11521.799805,11521.799805,506700.0,0.41800000000000004,0.3314285714285714
146,2020-09-14,0.6,11540.150391,11568.900391,11383.549805,11440.049805,11440.049805,642300.0,0.506,0.5066666666666666
147,2020-09-11,0.3333333333333333,11447.799805,11493.5,11419.900391,11464.450195,11464.450195,554800.0,0.41800000000000004,0.42666666666666664
148,2020-09-10,0.625,11363.299805,11464.049805,11327.400391,11449.25,11449.25,679400.0,0.5225000000000001,0.5179166666666666
149,2020-09-09,0.0,11218.599609,11298.150391,11185.150391,11278.0,11278.0,728900.0,0.20625000000000002,0.28541666666666665
150,2020-09-08,0.14285714285714285,11378.549805,11437.25,11290.450195,11317.349609,11317.349609,572200.0,0.09428571428571428,0.18928571428571428
151,2020-09-07,0.2,11359.599609,11381.150391,11251.700195,11355.049805,11355.049805,560300.0,0.17914285714285716,0.14
152,2020-09-04,-0.5555555555555556,11354.400391,11452.049805,11303.650391,11333.849609,11333.849609,681300.0,-0.3006666666666667,-0.1514285714285714
153,2020-09-03,0.0,11566.200195,11584.950195,11507.650391,11527.450195,11527.450195,607100.0,-0.18333333333333335,-0.15444444444444444
154,2020-09-02,0.6666666666666666,11478.549805,11554.75,11430.400391,11535.0,11535.0,593500.0,0.44,0.18888888888888888
155,2020-09-01,0.1111111111111111,11464.299805,11553.549805,11366.900391,11470.25,11470.25,783800.0,0.29333333333333333,0.2833333333333333
156,2020-08-31,0.3,11777.549805,11794.25,11325.849609,11387.5,11387.5,1371800.0,0.2346666666666667,0.30722222222222223
157,2020-08-28,0.14285714285714285,11602.950195,11686.049805,11589.400391,11647.599609,11647.599609,807000.0,0.19328571428571428,0.1915079365079365
158,2020-08-27,0.375,11609.299805,11617.349609,11540.599609,11559.25,11559.25,719800.0,0.29464285714285715,0.27875
159,2020-08-26,0.2222222222222222,11512.849609,11561.75,11461.849609,11549.599609,11549.599609,743400.0,0.27041666666666664,0.25982142857142854
160,2020-08-25,0.2,11513.099609,11525.900391,11423.349609,11472.25,11472.25,638200.0,0.20533333333333334,0.2427777777777778
161,2020-08-24,0.2222222222222222,11412.0,11497.25,11410.650391,11466.450195,11466.450195,532900.0,0.21266666666666667,0.21444444444444444
162,2020-08-21,0.1111111111111111,11409.650391,11418.5,11362.200195,11371.599609,11371.599609,668700.0,0.14666666666666667,0.16777777777777778
163,2020-08-20,0.0,11317.450195,11361.450195,11289.799805,11312.200195,11312.200195,791600.0,0.03666666666666667,0.08333333333333333
164,2020-08-19,0.2727272727272727,11452.150391,11460.349609,11394.099609,11408.400391,11408.400391,626200.0,0.18,0.14494949494949494
165,2020-08-18,0.3,11259.799805,11401.700195,11253.150391,11385.349609,11385.349609,579200.0,0.28800000000000003,0.23045454545454547
166,2020-08-17,0.2727272727272727,11248.900391,11267.099609,11144.5,11247.099609,11247.099609,634000.0,0.279,0.2822727272727273
167,2020-08-14,0.125,11353.299805,11366.25,11111.450195,11178.400391,11178.400391,645100.0,0.1725,0.21170454545454545
168,2020-08-13,0.2222222222222222,11334.849609,11359.299805,11269.950195,11300.450195,11300.450195,562400.0,0.18791666666666668,0.19829545454545452
169,2020-08-12,0.0,11289.0,11322.0,11242.650391,11308.400391,11308.400391,609900.0,0.07333333333333333,0.10277777777777777
170,2020-08-11,0.5714285714285714,11322.25,11373.599609,11299.150391,11322.5,11322.5,586100.0,0.3771428571428571,0.30158730158730157
171,2020-08-10,0.5714285714285714,11270.25,11337.299805,11238.0,11270.150391,11270.150391,492000.0,0.5657142857142856,0.4571428571428571
172,2020-08-07,0.3333333333333333,11186.650391,11231.900391,11142.049805,11214.049805,11214.049805,452600.0,0.4085714285714286,0.46428571428571425
173,2020-08-06,0.5714285714285714,11185.700195,11256.799805,11127.299805,11200.150391,11200.150391,600400.0,0.4871428571428571,0.488095238095238
174,2020-08-05,0.0,11155.75,11225.650391,11064.049805,11101.650391,11101.650391,667600.0,0.18857142857142856,0.26666666666666666
175,2020-08-04,0.42857142857142855,10946.650391,11112.25,10908.099609,11095.25,11095.25,625700.0,0.28285714285714286,0.3071428571428571
176,2020-08-03,-0.1111111111111111,11057.549805,11058.049805,10882.25,10891.599609,10891.599609,680900.0,0.0680952380952381,0.1
177,2020-07-31,0.16666666666666666,11139.5,11150.400391,11026.650391,11073.450195,11073.450195,642600.0,0.07333333333333333,0.12182539682539684
178,2020-07-30,0.375,11254.299805,11299.950195,11084.950195,11102.150391,11102.150391,677800.0,0.3025,0.2048611111111111
179,2020-07-29,0.25,11276.900391,11341.400391,11149.75,11202.849609,11202.849609,600700.0,0.28875,0.2770833333333333
180,2020-07-28,0.5,11154.099609,11317.75,11151.400391,11300.549805,11300.549805,683900.0,0.41250000000000003,0.3875
181,2020-07-27,-0.16666666666666666,11225.0,11225.0,11087.849609,11131.799805,11131.799805,588100.0,0.05500000000000001,0.15
182,2020-07-24,0.0,11149.950195,11225.400391,11090.299805,11194.150391,11194.150391,678900.0,-0.055,0.04166666666666668
183,2020-07-23,0.375,11135.0,11239.799805,11103.150391,11215.450195,11215.450195,621600.0,0.2475,0.13541666666666669
184,2020-07-22,0.1,11231.200195,11238.099609,11056.549805,11132.599609,11132.599609,765100.0,0.18975,0.17625
185,2020-07-21,0.4444444444444444,11126.099609,11179.549805,11113.25,11162.25,11162.25,772000.0,0.32633333333333336,0.31
186,2020-07-20,0.3,10999.450195,11037.900391,10953.0,11022.200195,11022.200195,554300.0,0.3446666666666667,0.3105555555555556
187,2020-07-17,0.4,10752.0,10933.450195,10749.650391,10901.700195,10901.700195,676900.0,0.363,0.37388888888888894
188,2020-07-16,0.14285714285714285,10706.200195,10755.299805,10595.200195,10739.950195,10739.950195,694400.0,0.22628571428571428,0.26428571428571423
189,2020-07-15,0.4,10701.0,10827.450195,10577.75,10618.200195,10618.200195,715900.0,0.31114285714285717,0.31000000000000005
190,2020-07-14,-0.2222222222222222,10750.849609,10755.650391,10562.900391,10607.349609,10607.349609,532400.0,-0.014666666666666661,0.06857142857142856
191,2020-07-13,0.3636363636363637,10851.849609,10894.049805,10756.049805,10802.700195,10802.700195,554100.0,0.1666666666666667,0.16585858585858593
192,2020-07-10,0.2857142857142857,10764.099609,10819.400391,10713.0,10768.049805,10768.049805,590700.0,0.3085714285714286,0.21139971139971142
193,2020-07-09,0.42857142857142855,10755.549805,10836.849609,10733.0,10813.450195,10813.450195,618700.0,0.3771428571428571,0.36558441558441557
194,2020-07-08,0.0,10818.650391,10847.849609,10676.549805,10705.75,10705.75,767900.0,0.14142857142857143,0.20714285714285713
195,2020-07-07,0.2222222222222222,10802.849609,10813.799805,10689.700195,10799.650391,10799.650391,636800.0,0.14666666666666667,0.18571428571428572
196,2020-07-06,0.5,10723.849609,10811.400391,10695.099609,10763.650391,10763.650391,571200.0,0.4033333333333333,0.30277777777777776
197,2020-07-03,0.4444444444444444,10614.950195,10631.299805,10562.650391,10607.349609,10607.349609,525200.0,0.45833333333333337,0.41944444444444445
198,2020-07-02,0.2857142857142857,10493.049805,10598.200195,10485.549805,10551.700195,10551.700195,597400.0,0.3352380952380952,0.3841269841269841
199,2020-07-01,0.3,10323.799805,10447.049805,10299.599609,10430.049805,10430.049805,573600.0,0.29228571428571426,0.3238888888888889
200,2020-06-30,0.375,10382.599609,10401.049805,10267.349609,10302.099609,10302.099609,556200.0,0.34650000000000003,0.33089285714285716
201,2020-06-29,0.0,10311.950195,10337.950195,10223.599609,10312.400391,10312.400391,574500.0,0.12375,0.19124999999999998
202,2020-06-26,0.3333333333333333,10378.900391,10409.849609,10311.25,10383.0,10383.0,671900.0,0.22,0.225
203,2020-06-25,0.0,10235.549805,10361.799805,10194.5,10288.900391,10288.900391,994200.0,0.11,0.11666666666666665
204,2020-06-24,-0.14285714285714285,10529.25,10553.150391,10281.950195,10305.299805,10305.299805,854800.0,-0.09428571428571428,0.0023809523809523864
205,2020-06-23,0.5,10347.950195,10484.700195,10301.75,10471.0,10471.0,669200.0,0.28285714285714286,0.17500000000000002
206,2020-06-22,0.8571428571428571,10318.75,10393.650391,10277.599609,10311.200195,10311.200195,685400.0,0.7307142857142858,0.5321428571428571
207,2020-06-19,0.4,10119.0,10272.400391,10072.650391,10244.400391,10244.400391,892100.0,0.5468571428571429,0.58
208,2020-06-18,0.0,9863.25,10111.200195,9845.049805,10091.650391,10091.650391,622900.0,0.132,0.3114285714285714
209,2020-06-17,0.125,9876.700195,10003.599609,9833.799805,9881.150391,9881.150391,685400.0,0.0825,0.13625
210,2020-06-16,0.5555555555555556,10014.799805,10046.150391,9728.5,9914.0,9914.0,899900.0,0.4079166666666667,0.29375
211,2020-06-15,-0.16666666666666666,9919.349609,9943.349609,9726.349609,9813.700195,9813.700195,716100.0,0.07333333333333335,0.14444444444444446
212,2020-06-12,0.0,9544.950195,9996.049805,9544.349609,9972.900391,9972.900391,796300.0,-0.055,0.05277777777777779
213,2020-06-11,-0.125,10094.099609,10112.049805,9885.049805,9902.0,9902.0,715500.0,-0.0825,-0.08958333333333333
