,Date,bert_scores
413,2020-02-27,0.16666666666666666
414,2020-02-26,-0.125
415,2020-02-25,-0.2
416,2020-02-24,0.0
417,2020-02-23,0.5
418,2020-02-22,0.5
419,2020-02-21,0.0
420,2020-02-20,0.16666666666666666
421,2020-02-19,1.0
422,2020-02-18,-0.25
423,2020-02-17,0.1
424,2020-02-16,-0.5
425,2020-02-15,1.0
426,2020-02-14,0.2222222222222222
427,2020-02-13,0.14285714285714285
428,2020-02-12,0.6
429,2020-02-11,0.5714285714285714
430,2020-02-10,0.0
431,2020-02-09,0.0
432,2020-02-08,1.0
433,2020-02-07,0.6666666666666666
434,2020-02-06,0.0
435,2020-02-05,0.0
436,2020-02-04,0.3333333333333333
437,2020-02-03,-0.16666666666666666
438,2020-02-02,-0.25
439,2020-02-01,0.0
440,2020-01-31,0.0
441,2020-01-30,0.3333333333333333
442,2020-01-29,0.5714285714285714
443,2020-01-28,0.0
444,2020-01-27,-0.75
445,2020-01-26,0.0
446,2020-01-25,1.0
447,2020-01-24,0.2
448,2020-01-23,0.5
449,2020-01-22,0.0
450,2020-01-21,-0.16666666666666666
451,2020-01-20,0.2222222222222222
452,2020-01-19,0.0
453,2020-01-18,0.0
454,2020-01-17,-0.5
455,2020-01-16,0.5714285714285714
456,2020-01-15,-0.25
457,2020-01-14,0.4444444444444444
458,2020-01-13,0.14285714285714285
459,2020-01-12,-0.25
460,2020-01-11,0.5
461,2020-01-10,0.0
462,2020-01-09,0.75
463,2020-01-08,0.0
464,2020-01-07,0.14285714285714285
465,2020-01-06,0.0
466,2020-01-05,0.0
467,2020-01-04,0.3333333333333333
468,2020-01-03,0.3333333333333333
469,2020-01-02,0.2
470,2020-01-01,0.25
471,2019-12-31,-0.1111111111111111
472,2019-12-30,0.125
473,2019-12-29,0.25
474,2019-12-28,0.0
475,2019-12-27,0.14285714285714285
476,2019-12-26,0.3333333333333333
477,2019-12-25,0.0
478,2019-12-24,0.0
479,2019-12-23,0.0
480,2019-12-22,0.4
481,2019-12-21,0.25
482,2019-12-20,0.25
483,2019-12-19,0.14285714285714285
484,2019-12-18,0.5714285714285714
485,2019-12-17,0.4
486,2019-12-16,0.2
487,2019-12-15,0.25
488,2019-12-14,-1.0
489,2019-12-13,0.8
490,2019-12-12,0.6666666666666666
491,2019-12-11,0.0
492,2019-12-10,0.25
493,2019-12-09,0.2
494,2019-12-08,0.0
495,2019-12-07,-0.5
496,2019-12-06,-0.2
497,2019-12-05,0.2857142857142857
498,2019-12-04,1.0
499,2019-12-03,0.0
500,2019-12-02,-0.2
501,2019-12-01,-0.3333333333333333
502,2019-11-30,0.0
503,2019-11-29,0.0
504,2019-11-28,0.6666666666666666
505,2019-11-27,0.2
506,2019-11-26,0.6
507,2019-11-25,0.6666666666666666
508,2019-11-24,-0.16666666666666666
509,2019-11-23,0.5
510,2019-11-22,0.3333333333333333
511,2019-11-21,-0.5
512,2019-11-20,0.6666666666666666
513,2019-11-19,0.42857142857142855
514,2019-11-18,0.25
515,2019-11-17,0.3333333333333333
516,2019-11-16,0.5
517,2019-11-15,-0.5
518,2019-11-14,0.75
519,2019-11-13,0.16666666666666666
520,2019-11-12,0.0
521,2019-11-11,0.375
522,2019-11-10,0.14285714285714285
523,2019-11-09,0.0
524,2019-11-08,0.3333333333333333
525,2019-11-07,0.3333333333333333
526,2019-11-06,0.0
527,2019-11-05,0.3333333333333333
528,2019-11-04,0.4
529,2019-11-03,0.6666666666666666
530,2019-11-02,0.25
531,2019-11-01,0.6
532,2019-10-31,0.6666666666666666
533,2019-10-30,1.0
534,2019-10-29,0.2
535,2019-10-28,0.3333333333333333
536,2019-10-27,0.5714285714285714
537,2019-10-26,1.0
538,2019-10-25,0.5
539,2019-10-24,-0.25
540,2019-10-23,0.3333333333333333
541,2019-10-22,-0.25
542,2019-10-21,-0.5
543,2019-10-20,0.0
544,2019-10-18,0.75
545,2019-10-17,0.0
546,2019-10-16,0.6666666666666666
547,2019-10-15,0.6666666666666666
548,2019-10-14,-0.3333333333333333
549,2019-10-13,0.5
550,2019-10-12,0.0
551,2019-10-11,0.2
552,2019-10-10,0.0
553,2019-10-09,0.75
554,2019-10-08,-0.25
555,2019-10-07,-0.2
556,2019-10-06,1.0
557,2019-10-05,1.0
558,2019-10-04,-0.25
559,2019-10-03,0.0
560,2019-10-02,0.3333333333333333
561,2019-10-01,-0.2
562,2019-09-30,-0.5
563,2019-09-29,0.25
564,2019-09-28,0.0
565,2019-09-27,0.5
566,2019-09-26,0.5555555555555556
567,2019-09-25,0.3333333333333333
568,2019-09-24,0.6666666666666666
569,2019-09-23,0.25
570,2019-09-22,0.3333333333333333
571,2019-09-20,0.25
572,2019-09-19,0.0
573,2019-09-18,0.0
574,2019-09-17,-0.6
575,2019-09-16,-0.25
576,2019-09-15,0.5
577,2019-09-14,0.3333333333333333
578,2019-09-13,0.6666666666666666
579,2019-09-12,-0.3333333333333333
580,2019-09-11,-0.2
581,2019-09-10,0.3333333333333333
582,2019-09-09,1.0
583,2019-09-07,-0.5
584,2019-09-06,1.0
585,2019-09-05,0.2
586,2019-09-04,0.3333333333333333
587,2019-09-03,-1.0
588,2019-09-02,0.0
589,2019-09-01,-0.5
590,2019-08-30,0.75
591,2019-08-29,-0.5
592,2019-08-28,-0.1111111111111111
593,2019-08-27,0.16666666666666666
594,2019-08-26,0.75
595,2019-08-25,0.0
596,2019-08-23,0.2857142857142857
597,2019-08-22,-0.16666666666666666
598,2019-08-21,0.1111111111111111
599,2019-08-20,0.3333333333333333
600,2019-08-19,0.3333333333333333
601,2019-08-18,-0.3333333333333333
602,2019-08-17,0.0
603,2019-08-16,0.2857142857142857
604,2019-08-15,0.0
605,2019-08-14,0.7142857142857143
606,2019-08-13,0.3333333333333333
607,2019-08-12,0.0
608,2019-08-11,-0.5
609,2019-08-09,0.5
610,2019-08-08,0.6666666666666666
611,2019-08-07,-0.3333333333333333
612,2019-08-06,0.5
613,2019-08-05,-0.2
614,2019-08-04,-0.2
615,2019-08-03,0.0
616,2019-08-02,-0.25
617,2019-08-01,-0.5
618,2019-07-31,0.2
619,2019-07-30,0.6
620,2019-07-29,-0.2
621,2019-07-28,-0.5
622,2019-07-27,0.0
623,2019-07-26,0.0
624,2019-07-25,0.0
625,2019-07-24,-0.5
626,2019-07-23,0.0
627,2019-07-22,-0.16666666666666666
628,2019-07-21,0.0
629,2019-07-20,-0.5
630,2019-07-19,-0.5
631,2019-07-18,-0.25
632,2019-07-17,-0.1111111111111111
633,2019-07-16,0.8333333333333334
634,2019-07-15,0.3333333333333333
635,2019-07-14,0.0
636,2019-07-13,1.0
637,2019-07-12,-0.5
638,2019-07-11,0.7142857142857143
639,2019-07-10,-0.5
640,2019-07-09,0.0
641,2019-07-08,0.0
642,2019-07-07,-0.3333333333333333
643,2019-07-05,0.5
644,2019-07-04,0.3333333333333333
645,2019-07-03,0.5
646,2019-07-02,0.0
647,2019-07-01,0.3333333333333333
648,2019-06-30,0.3333333333333333
649,2019-06-29,0.0
650,2019-06-28,0.16666666666666666
651,2019-06-27,0.8
652,2019-06-26,0.3333333333333333
653,2019-06-25,0.6666666666666666
654,2019-06-24,0.2222222222222222
655,2019-06-23,0.2
656,2019-06-22,0.0
657,2019-06-21,0.0
658,2019-06-20,0.4
659,2019-06-19,0.0
660,2019-06-18,0.16666666666666666
661,2019-06-17,0.0
662,2019-06-16,0.0
663,2019-06-15,-0.3333333333333333
664,2019-06-14,0.0
665,2019-06-13,0.16666666666666666
666,2019-06-12,0.5
667,2019-06-11,0.0
668,2019-06-10,0.25
669,2019-06-09,0.3333333333333333
670,2019-06-08,0.0
671,2019-06-07,0.42857142857142855
672,2019-06-06,0.0
673,2019-06-05,0.3333333333333333
674,2019-06-04,0.25
675,2019-06-03,0.6
676,2019-06-02,0.25
677,2019-06-01,0.0
678,2019-05-31,0.5714285714285714
679,2019-05-30,0.6
680,2019-05-29,0.0
681,2019-05-28,0.5
682,2019-05-27,0.42857142857142855
683,2019-05-26,0.0
684,2019-05-25,0.0
685,2019-05-24,0.14285714285714285
686,2019-05-23,0.2727272727272727
687,2019-05-22,0.3333333333333333
688,2019-05-21,0.0
689,2019-05-20,0.6666666666666666
690,2019-05-19,0.0
691,2019-05-17,0.6666666666666666
692,2019-05-16,0.2
693,2019-05-15,0.5
694,2019-05-14,0.0
695,2019-05-12,0.6666666666666666
696,2019-05-11,-0.5
697,2019-05-10,1.0
698,2019-05-09,-0.2
699,2019-05-08,-0.2
700,2019-05-07,-0.5
701,2019-05-06,0.0
702,2019-05-05,0.5
703,2019-05-03,-0.6666666666666666
704,2019-05-02,0.3333333333333333
705,2019-04-30,-1.0
706,2019-04-29,0.5
707,2019-04-28,1.0
708,2019-04-27,-0.25
709,2019-04-26,0.0
710,2019-04-25,-0.5
711,2019-04-24,0.8
712,2019-04-23,0.5
713,2019-04-22,0.0
714,2019-04-21,0.0
715,2019-04-20,0.3333333333333333
716,2019-04-18,0.3333333333333333
717,2019-04-17,0.0
718,2019-04-16,0.6666666666666666
719,2019-04-15,0.6666666666666666
720,2019-04-14,0.25
721,2019-04-12,0.0
722,2019-04-11,0.16666666666666666
723,2019-04-10,0.2
724,2019-04-09,0.5
725,2019-04-08,0.0
726,2019-04-07,0.0
727,2019-04-06,1.0
728,2019-04-05,0.5
729,2019-04-04,0.25
730,2019-04-03,0.375
731,2019-04-02,0.2
732,2019-04-01,0.2857142857142857
733,2019-03-31,0.5714285714285714
734,2019-03-29,0.5714285714285714
735,2019-03-28,0.14285714285714285
736,2019-03-27,0.3333333333333333
737,2019-03-26,0.75
738,2019-03-25,0.0
739,2019-03-24,0.0
740,2019-03-23,0.0
741,2019-03-22,0.0
742,2019-03-21,0.6666666666666666
743,2019-03-20,0.0
744,2019-03-19,0.75
745,2019-03-18,0.0
746,2019-03-17,0.3333333333333333
747,2019-03-16,0.5
748,2019-03-15,0.5714285714285714
749,2019-03-14,0.3333333333333333
750,2019-03-13,0.25
751,2019-03-12,0.7142857142857143
752,2019-03-11,0.5
753,2019-03-10,0.25
754,2019-03-08,-0.2
755,2019-03-07,0.2
756,2019-03-06,0.5
757,2019-03-05,0.25
758,2019-03-04,0.2
759,2019-03-03,0.6
760,2019-03-01,0.42857142857142855
761,2019-02-28,-0.14285714285714285
762,2019-02-27,0.3333333333333333
763,2019-02-26,0.0
764,2019-02-25,0.4
765,2019-02-24,-0.3333333333333333
766,2019-02-22,0.5
767,2019-02-21,1.0
768,2019-02-20,0.0
769,2019-02-19,0.0
770,2019-02-18,-0.2727272727272727
771,2019-02-17,0.0
772,2019-02-15,0.0
773,2019-02-14,-0.75
774,2019-02-13,0.2
775,2019-02-12,-0.3333333333333333
776,2019-02-11,-0.4
777,2019-02-10,0.0
778,2019-02-08,-1.0
779,2019-02-06,0.3333333333333333
780,2019-02-04,0.5
781,2019-02-03,0.0
782,2019-02-01,0.0
783,2019-01-31,-0.5
784,2019-01-30,0.5
785,2019-01-29,0.5
786,2019-01-28,-0.4
787,2019-01-27,0.0
788,2019-01-25,0.0
789,2019-01-24,-0.16666666666666666
790,2019-01-23,0.14285714285714285
791,2019-01-22,0.14285714285714285
792,2019-01-21,0.3333333333333333
793,2019-01-20,0.0
794,2019-01-19,0.5
795,2019-01-18,0.5714285714285714
796,2019-01-17,0.625
797,2019-01-16,0.4
798,2019-01-15,0.3333333333333333
799,2019-01-14,-0.2
800,2019-01-13,0.0
801,2019-01-12,0.3333333333333333
802,2019-01-11,0.0
803,2019-01-10,0.3333333333333333
804,2019-01-09,0.2857142857142857
805,2019-01-08,0.5
806,2019-01-07,0.5
807,2019-01-06,0.0
808,2019-01-05,0.0
809,2019-01-04,0.5
810,2019-01-03,-0.5
811,2019-01-02,-0.25
812,2019-01-01,0.0
813,2018-12-31,0.15384615384615385
814,2018-12-30,0.0
815,2018-12-28,0.42857142857142855
816,2018-12-27,0.2857142857142857
817,2018-12-26,0.14285714285714285
818,2018-12-25,0.0
819,2018-12-24,0.3333333333333333
820,2018-12-23,0.0
821,2018-12-22,-0.25
822,2018-12-21,-0.2
823,2018-12-20,-0.6666666666666666
824,2018-12-19,0.4
825,2018-12-18,0.16666666666666666
826,2018-12-17,0.375
827,2018-12-16,0.3333333333333333
828,2018-12-15,1.0
829,2018-12-14,0.42857142857142855
830,2018-12-13,0.5
831,2018-12-12,0.5
832,2018-12-11,0.0
833,2018-12-10,-0.3
834,2018-12-09,0.6666666666666666
835,2018-12-08,0.0
836,2018-12-07,0.5714285714285714
837,2018-12-06,-0.2857142857142857
838,2018-12-05,0.0
839,2018-12-04,0.25
840,2018-12-03,0.0
841,2018-12-02,0.2
842,2018-12-01,0.5
843,2018-11-30,0.6
844,2018-11-29,0.7142857142857143
845,2018-11-28,0.25
846,2018-11-27,0.5555555555555556
847,2018-11-26,-0.16666666666666666
848,2018-11-25,0.0
849,2018-11-24,0.0
850,2018-11-23,-0.5
851,2018-11-22,0.2727272727272727
852,2018-11-21,0.16666666666666666
853,2018-11-20,-0.36363636363636365
854,2018-11-19,0.0
855,2018-11-18,0.0
856,2018-11-17,0.0
857,2018-11-16,0.42857142857142855
858,2018-11-15,0.09090909090909091
859,2018-11-14,-0.17857142857142858
860,2018-11-13,0.05555555555555555
861,2018-11-12,0.36363636363636365
862,2018-11-11,0.2
863,2018-11-10,0.6666666666666666
864,2018-11-09,0.7142857142857143
865,2018-11-08,-0.2
866,2018-11-07,0.5
867,2018-11-06,0.3333333333333333
868,2018-11-05,0.42857142857142855
869,2018-11-04,0.2857142857142857
870,2018-11-03,0.0
871,2018-11-02,0.5
872,2018-11-01,0.0
873,2018-10-31,0.25
874,2018-10-30,0.05263157894736842
875,2018-10-29,0.26666666666666666
876,2018-10-26,0.14285714285714285
877,2018-10-25,0.22727272727272727
878,2018-10-24,0.0
879,2018-10-23,0.25
880,2018-10-22,-0.5
881,2018-10-21,0.0
882,2018-10-19,0.0
883,2018-10-18,0.0
884,2018-10-17,-0.25
885,2018-10-16,0.625
886,2018-10-15,0.2857142857142857
887,2018-10-14,0.3333333333333333
888,2018-10-13,0.6
889,2018-10-12,0.4
890,2018-10-11,-0.25
891,2018-10-10,0.0
892,2018-10-09,0.3333333333333333
893,2018-10-08,0.4444444444444444
894,2018-10-07,0.3333333333333333
895,2018-10-06,0.0
896,2018-10-05,-0.14285714285714285
897,2018-10-04,-0.4444444444444444
898,2018-10-03,0.5
899,2018-10-02,-0.16666666666666666
900,2018-10-01,0.0
901,2018-09-28,-0.5
902,2018-09-27,0.2
903,2018-09-26,0.0
904,2018-09-25,0.14285714285714285
905,2018-09-24,-0.25
906,2018-09-23,0.4
907,2018-09-22,0.0
908,2018-09-21,0.25
909,2018-09-20,0.0
910,2018-09-19,0.3333333333333333
911,2018-09-18,-0.14285714285714285
912,2018-09-17,0.25
913,2018-09-16,0.6666666666666666
914,2018-09-14,0.3333333333333333
915,2018-09-13,1.0
916,2018-09-12,0.2
917,2018-09-11,0.5
918,2018-09-10,0.0
919,2018-09-09,0.0
920,2018-09-08,0.0
921,2018-09-07,0.16666666666666666
922,2018-09-06,0.2857142857142857
923,2018-09-05,0.0
924,2018-09-04,-0.5
925,2018-09-03,-0.25
