,Date,bert_scores,Open,High,Low,Close,Adj Close,Volume,windowSize_2,windowSize_3,week_1,week_2
1528,2014-09-18,0.0,7950.649901999999,8120.850098000001,7939.700195,8114.75,8114.75,116900.0,0.0,0.0,0.14285714285714285,0.05338381856238999
1527,2014-09-19,0.0,8129.399901999999,8160.899901999999,8105.350098000001,8121.450195,8121.450195,161300.0,0.0,0.3333333333333333,0.14285714285714285,0.07889402264402265
1526,2014-09-23,0.0,8144.399901999999,8159.75,8008.100098000001,8017.549805,8017.549805,140800.0,0.5,0.3333333333333333,0.1038961038961039,0.10746545121545123
1525,2014-09-25,1.0,8003.299805,8019.299805,7877.350098000001,7911.850098000001,7911.850098000001,231900.0,0.5,0.3333333333333333,0.14199134199134195,0.13993298368298368
1524,2014-09-26,0.0,7885.850098000001,7993.299805,7841.799805,7968.850098000001,7968.850098000001,147800.0,0.0,0.0,-0.045508658008658005,0.09231393606393604
1523,2014-09-30,0.0,7948.799805,8030.899901999999,7923.850098000001,7964.799805,7964.799805,141100.0,0.0,0.0,-0.045508658008658005,0.09231393606393604
1522,2014-10-01,0.0,7960.5,7977.5,7936.700195,7945.549805,7945.549805,113000.0,0.0,-0.0909090909090909,-0.025100494743351884,0.10818695193695192
1521,2014-10-07,0.0,7897.399901999999,7943.049805,7842.700195,7852.399901999999,7852.399901999999,148200.0,-0.13636363636363635,-0.0020202020202020146,-0.036089505732362866,0.1406544844044844
1520,2014-10-08,-0.2727272727272727,7828.75,7869.899901999999,7815.75,7842.700195,7842.700195,135900.0,-0.003030303030303022,-0.10618686868686868,0.014930902430902431,0.1406544844044844
1519,2014-10-09,0.26666666666666666,7886.5,7972.350098000001,7886.5,7960.549805,7960.549805,123800.0,-0.02291666666666667,-0.01527777777777778,0.11103479853479854,0.19260253635253635
1518,2014-10-10,-0.3125,7911.0,7924.049805,7848.450195,7859.950195,7859.950195,142900.0,-0.15625,-0.05654761904761905,0.13787462537462536,0.1930354367854368
1517,2014-10-13,0.0,7831.0,7901.149901999999,7796.0,7884.25,7884.25,118800.0,0.07142857142857142,0.021978021978021973,0.2301365301365301,0.21535686535686532
1516,2014-10-14,0.14285714285714285,7923.25,7928.0,7825.450195,7864.0,7864.0,225500.0,0.03296703296703296,0.14102564102564102,0.2301365301365301,0.2224997224997225
1515,2014-10-16,-0.07692307692307693,7837.299805,7893.899901999999,7729.649901999999,7748.200195,7748.200195,213500.0,0.1401098901098901,0.22673992673992674,0.2414743986172557,0.2327038041323755
1514,2014-10-17,0.35714285714285715,7733.75,7819.200195,7723.850098000001,7779.700195,7779.700195,177600.0,0.37857142857142856,0.4038961038961039,0.3173984745413317,0.2656708370994085
1513,2014-10-20,0.4,7896.950195,7905.950195,7856.950195,7879.399901999999,7879.399901999999,176200.0,0.4272727272727273,0.3959595959595959,0.2663780663780663,0.2809769595483881
1512,2014-10-21,0.4545454545454545,7906.149901999999,7936.600098000001,7874.350098000001,7927.75,7927.75,163400.0,0.3939393939393939,0.2626262626262626,0.2741702741702742,0.2524055309769596
1511,2014-10-22,0.3333333333333333,7997.799805,8005.0,7974.549805,7995.899901999999,7995.899901999999,151100.0,0.16666666666666666,0.1851851851851852,0.24819624819624814,0.2199379985094271
1510,2014-10-27,0.0,8064.350098000001,8064.399901999999,7985.649901999999,7991.700195,7991.700195,132800.0,0.1111111111111111,0.2255892255892256,0.20057720057720052,0.16041418898561752
1509,2014-10-28,0.2222222222222222,8002.399901999999,8037.799805,7995.049805,8027.600098000001,8027.600098000001,124100.0,0.33838383838383834,0.2255892255892256,0.21486291486291484,0.16041418898561752
1508,2014-10-29,0.4545454545454545,8077.049805,8097.950195,8052.25,8090.450195,8090.450195,148300.0,0.22727272727272724,0.303030303030303,0.22393320964749533,0.18025545882688734
1507,2014-10-30,0.0,8085.200195,8181.549805,8085.200195,8169.200195,8169.200195,205700.0,0.22727272727272724,0.2424242424242424,0.21394319965748532,0.1620736406450692
1506,2014-10-31,0.4545454545454545,8200.799805,8330.75,8198.049805,8322.200195,8322.200195,176200.0,0.3636363636363636,0.2424242424242424,0.29557585271870984,0.18248180391037533
1505,2014-11-03,0.2727272727272727,8348.150391,8350.599609,8297.650391,8324.150391,8324.150391,141100.0,0.13636363636363635,0.12424242424242422,0.2306407877836449,0.17144284287141429
1504,2014-11-05,0.0,8351.25,8365.549805,8323.5,8338.299805,8338.299805,161600.0,0.05,0.12857142857142856,0.19167974882260594,0.13410518053375192
1503,2014-11-07,0.1,8331.849609,8360.349609,8290.25,8337.0,8337.0,153400.0,0.19285714285714284,0.25677655677655675,0.12025117739403453,0.0983908948194662
1502,2014-11-10,0.2857142857142857,8337.799805,8383.049805,8304.450195,8344.25,8344.25,130700.0,0.3351648351648352,0.413919413919414,0.10596546310832024,0.10910518053375197
1501,2014-11-11,0.38461538461538464,8354.099609,8378.700195,8321.849609,8362.650391,8362.650391,122000.0,0.478021978021978,0.31868131868131866,0.1365777080062794,0.10060177917320774
1500,2014-11-12,0.5714285714285714,8378.900391,8415.049805,8370.5,8383.299805,8383.299805,125200.0,0.2857142857142857,0.19047619047619047,0.11020408163265304,0.06763474620617478
1499,2014-11-13,0.0,8405.25,8408.0,8320.349609,8357.849609,8357.849609,127400.0,0.0,-0.16666666666666666,0.06938775510204083,-0.008895866038723185
1498,2014-11-14,0.0,8360.700195,8400.650391,8346.799805,8389.900391,8389.900391,146800.0,-0.25,-0.16666666666666666,0.11224489795918367,0.014913657770800625
1497,2014-11-17,-0.5,8378.400391,8438.099609,8349.099609,8430.75,8430.75,113900.0,-0.25,0.0,0.07653061224489796,0.03872318158032443
1496,2014-11-18,0.0,8441.25,8454.5,8407.25,8425.900391,8425.900391,134700.0,0.25,0.2333333333333333,0.07653061224489795,0.07443746729461012
1495,2014-11-19,0.5,8440.650391,8455.650391,8360.5,8382.299805,8382.299805,125400.0,0.35,0.32857142857142857,0.11224489795918366,0.059131344845630526
1494,2014-11-20,0.2,8406.5,8410.849609,8353.150391,8401.900391,8401.900391,122800.0,0.24285714285714285,0.2619047619047619,0.06462585034013604,0.012428048142333843
1493,2014-11-21,0.2857142857142857,8408.200195,8489.799805,8398.599609,8477.349609,8477.349609,137000.0,0.2928571428571428,0.11190476190476188,0.02506541077969648,0.014625850340136044
1492,2014-11-24,0.3,8490.950195,8534.650391,8490.799805,8530.150391,8530.150391,140700.0,0.024999999999999998,-0.15,-0.08717948717948719,-0.016771323914181062
1491,2014-11-25,-0.25,8530.799805,8535.349609,8429.450195,8463.099609,8463.099609,271900.0,-0.375,-0.16666666666666666,-0.08241758241758244,-0.032705389848246995
1490,2014-11-26,-0.5,8450.299805,8500.299805,8438.650391,8475.75,8475.75,151900.0,-0.125,-0.02777777777777778,0.0009157509157509123,-0.014848246991104132
1489,2014-11-27,0.25,8477.799805,8506.75,8456.349609,8494.200195,8494.200195,194300.0,0.2083333333333333,0.11324786324786325,0.07234432234432234,0.004382522239665096
1488,2014-11-28,0.16666666666666666,8516.799805,8617.0,8516.25,8588.25,8588.25,197200.0,0.04487179487179487,-0.13675213675213674,0.006017791732077445,-0.01896912611198326
1487,2014-12-01,-0.07692307692307693,8605.099609,8623.0,8545.150391,8555.900391,8555.900391,152000.0,-0.28846153846153844,-0.08119658119658119,-0.039769754055468336,0.007587650444793298
1486,2014-12-02,-0.5,8535.450195,8560.200195,8504.650391,8524.700195,8524.700195,137400.0,-0.08333333333333334,0.055555555555555546,0.004186289900575616,0.05703819989534276
1485,2014-12-03,0.3333333333333333,8528.700195,8546.950195,8508.349609,8537.650391,8537.650391,153200.0,0.3333333333333333,0.2222222222222222,0.053636839351125065,0.11656200941915225
1484,2014-12-04,0.3333333333333333,8582.400391,8626.950195,8526.400391,8564.400391,8564.400391,143500.0,0.16666666666666666,0.03968253968253968,0.017006802721088437,0.1131606488749346
1483,2014-12-05,0.0,8584.25,8588.349609,8523.900391,8538.299805,8538.299805,143300.0,-0.10714285714285714,-0.12271062271062272,-0.030612244897959183,0.10034013605442177
1482,2014-12-08,-0.21428571428571427,8538.650391,8546.349609,8432.25,8438.25,8438.25,163800.0,-0.18406593406593408,-0.04578754578754578,-0.06357927786499215,0.11982065553494126
1481,2014-12-09,-0.15384615384615385,8439.299805,8444.5,8330.5,8340.700195,8340.700195,146300.0,0.038461538461538484,-0.025641025641025637,-0.04395604395604396,0.15298392084106371
1480,2014-12-10,0.2307692307692308,8318.049805,8376.799805,8317.0,8355.650391,8355.650391,136700.0,0.038461538461538484,0.051282051282051294,0.05494505494505494,0.15747942533656814
1479,2014-12-11,-0.15384615384615385,8338.849609,8348.299805,8272.400391,8292.900391,8292.900391,133900.0,-0.038461538461538464,-0.025641025641025644,0.10989010989010987,0.15290067075781358
1478,2014-12-12,0.07692307692307693,8302.0,8321.900391,8216.299805,8224.099609,8224.099609,138100.0,0.038461538461538464,-0.051282051282051294,0.1794871794871795,0.1803731982303411
1477,2014-12-15,0.0,8160.75,8242.400391,8152.5,8219.599609,8219.599609,137100.0,-0.1153846153846154,-0.10256410256410256,0.2093144950287808,0.2105929784501213
1476,2014-12-16,-0.2307692307692308,8172.600098000001,8189.350098000001,8052.600098000001,8067.600098000001,8067.600098000001,197300.0,-0.15384615384615385,0.07692307692307691,0.23129251700680276,0.2105929784501213
1475,2014-12-17,-0.07692307692307693,8041.200195,8082.0,7961.350098000001,8029.799805,8029.799805,216200.0,0.23076923076923075,0.35897435897435903,0.3032205889348746,0.20326697112411396
1474,2014-12-18,0.5384615384615384,8138.899901999999,8174.299805,8084.899901999999,8159.299805,8159.299805,162100.0,0.5769230769230769,0.4957264957264957,0.3499238856381713,0.1957744636316065
1473,2014-12-19,0.6153846153846154,8230.450195,8263.450195,8208.599609,8225.200195,8225.200195,174800.0,0.4743589743589744,0.4114774114774115,0.2600137957280814,0.22159863945578231
1472,2014-12-22,0.3333333333333333,8255.0,8330.950195,8228.200195,8324.0,8324.0,139200.0,0.30952380952380953,0.2576312576312577,0.19591123162551735,0.2286630036630037
1471,2014-12-23,0.2857142857142857,8324.599609,8364.75,8252.849609,8267.0,8267.0,132200.0,0.21978021978021975,0.2374292374292374,0.1812592169735027,0.19186646686646688
1470,2014-12-24,0.15384615384615385,8272.049805,8286.400391,8155.25,8174.100098000001,8174.100098000001,221900.0,0.21328671328671328,0.2255244755244755,0.21187146187146189,0.19893083107368825
1469,2014-12-26,0.2727272727272727,8204.799805,8234.549805,8147.950195,8200.700195,8200.700195,75500.0,0.26136363636363635,0.14393939393939392,0.1898934398934399,0.20579896294182007
1468,2014-12-29,0.25,8214.700195,8279.150391,8214.700195,8246.299805,8246.299805,82100.0,0.07954545454545453,0.10858585858585856,0.10331335331335333,0.1928119499548071
1467,2014-12-30,-0.09090909090909093,8260.299805,8268.25,8220.549805,8248.25,8248.25,77700.0,0.037878787878787866,0.10217560217560218,0.04162504162504162,0.1944353265781837
1466,2014-12-31,0.16666666666666666,8243.900391,8291.0,8243.75,8282.700195,8282.700195,84500.0,0.19871794871794876,0.29914529914529914,0.18318348318348315,0.2398898720327292
1465,2015-01-01,0.2307692307692308,,,,,,,0.3653846153846154,0.2435897435897436,0.26141477570049,0.269651776794634
1464,2015-01-02,0.5,8288.700195,8410.599609,8288.700195,8395.450195,8395.450195,101900.0,0.25,0.05555555555555556,0.20247371675943104,0.2861352932781504
1463,2015-01-05,0.0,8407.950195,8445.599609,8363.900391,8378.400391,8378.400391,118200.0,-0.16666666666666666,-0.1717171717171717,0.18599020027591456,0.2920876742305314
1462,2015-01-06,-0.3333333333333333,8325.299805,8327.849609,8111.350098000001,8127.350098000001,8127.350098000001,172800.0,-0.2575757575757576,0.1282828282828283,0.22170448599020026,0.32184957899243616
1461,2015-01-07,-0.18181818181818185,8118.649901999999,8151.200195,8065.450195,8102.100098000001,8102.100098000001,164100.0,0.3590909090909091,0.4774891774891775,0.2823105465962609,0.3781266352694924
1460,2015-01-08,0.9,8191.399901999999,8243.5,8167.299805,8234.599609,8234.599609,143800.0,0.8071428571428572,0.4774891774891775,0.34724561153132577,0.39111364825650535
1459,2015-01-09,0.7142857142857143,8285.450195,8303.299805,8190.799805,8284.5,8284.5,148000.0,0.2662337662337662,0.3056943056943057,0.2965962608819752,0.2878668950097522
1458,2015-01-12,-0.18181818181818185,8291.349609,8332.599609,8245.599609,8323.0,8323.0,103200.0,0.1013986013986014,0.15093240093240093,0.27788877788877786,0.22385947385947388
1457,2015-01-13,0.38461538461538464,8346.150391,8356.650391,8267.900391,8299.400391,8299.400391,129600.0,0.3173076923076923,0.24184149184149184,0.3697968697968698,0.23684648684648685
1456,2015-01-14,0.25,8307.25,8326.450195,8236.650391,8277.549805,8277.549805,146100.0,0.17045454545454547,0.20454545454545456,0.3981851481851483,0.20288045288045287
1455,2015-01-15,0.09090909090909093,8424.5,8527.099609,8380.549805,8494.150391,8494.150391,232100.0,0.18181818181818185,0.30303030303030304,0.42199467199467205,0.16359473859473864
1454,2015-01-16,0.2727272727272727,8504.049805,8530.75,8452.25,8513.799805,8513.799805,176000.0,0.40909090909090906,0.4671717171717171,0.473942723942724,0.15710123210123214
1453,2015-01-19,0.5454545454545454,8550.049805,8570.950195,8531.5,8550.700195,8550.700195,125400.0,0.5643939393939394,0.5301087801087802,0.43498168498168505,0.12663170163170165
1452,2015-01-20,0.5833333333333334,8575.099609,8707.900391,8574.5,8695.599609,8695.599609,158700.0,0.5224358974358975,0.5427350427350427,0.27913752913752915,0.07338494838494837
1451,2015-01-21,0.4615384615384616,8719.650391,8741.849609,8689.599609,8729.5,8729.5,185900.0,0.5224358974358975,0.4871794871794872,0.16983016983016985,0.055527805527805535
1450,2015-01-22,0.5833333333333334,8745.849609,8774.150391,8727.0,8761.400391,8761.400391,175500.0,0.5,0.4848484848484849,0.1038961038961039,0.04041791541791541
1449,2015-01-23,0.4166666666666667,8827.950195,8866.400391,8795.400391,8835.599609,8835.599609,191200.0,0.43560606060606055,0.2904040404040404,0.007575757575757558,-0.007201132201132214
1448,2015-01-27,0.4545454545454545,8871.349609,8925.049805,8825.450195,8910.5,8910.5,192000.0,0.22727272727272724,-0.030303030303030318,-0.09480519480519482,0.016608391608391584
1447,2015-01-28,0.0,8902.75,8985.049805,8874.049805,8914.299805,8914.299805,185100.0,-0.2727272727272727,-0.24242424242424246,-0.15974025974025974,0.013902763902763907
1446,2015-01-29,-0.5454545454545454,8901.5,8966.650391,8861.25,8952.349609,8952.349609,256300.0,-0.3636363636363637,-0.24242424242424246,-0.1817182817182817,0.049617049617049616
1445,2015-01-30,-0.18181818181818185,8996.599609,8996.599609,8775.099609,8808.900391,8808.900391,267300.0,-0.09090909090909093,-0.09090909090909093,-0.13236763236763238,0.10898625184339468
1444,2015-02-02,0.0,8802.5,8840.799805,8751.099609,8797.400391,8797.400391,210100.0,-0.04545454545454546,-0.1303030303030303,-0.058774558774558776,0.13217734646306073
1443,2015-02-03,-0.09090909090909093,8823.150391,8837.299805,8726.650391,8756.549805,8756.549805,208700.0,-0.19545454545454544,-0.1303030303030303,-0.02306027306027307,0.1431663574520717
1442,2015-02-04,-0.3,8789.150391,8792.849609,8704.400391,8723.700195,8723.700195,195300.0,-0.15,-0.15128205128205127,-0.02197802197802198,0.16064887493458918
1441,2015-02-05,0.0,8733.099609,8838.450195,8683.650391,8711.700195,8711.700195,173600.0,-0.07692307692307693,-0.11794871794871795,0.128021978021978,0.2150444793301936
1440,2015-02-06,-0.15384615384615385,8696.849609,8726.200195,8645.549805,8661.049805,8661.049805,171300.0,-0.17692307692307693,-0.006837606837606851,0.18754578754578755,0.20994243851386707
1439,2015-02-09,-0.2,8584.400391,8605.549805,8516.349609,8526.349609,8526.349609,146800.0,0.06666666666666665,0.12777777777777774,0.2809523809523809,0.25389848246991104
1438,2015-02-10,0.3333333333333333,8478.099609,8646.25,8470.5,8565.549805,8565.549805,196200.0,0.29166666666666663,0.16666666666666666,0.35034013605442177,0.2783882783882784
1437,2015-02-11,0.25,8603.299805,8651.950195,8593.650391,8627.400391,8627.400391,161600.0,0.08333333333333334,0.3055555555555556,0.32312925170068024,0.2765567765567765
1436,2015-02-12,-0.08333333333333333,8676.950195,8732.549805,8599.25,8711.549805,8711.549805,158800.0,0.3333333333333333,0.3611111111111111,0.3093929879644165,0.26663614163614163
1435,2015-02-13,0.75,8741.5,8822.099609,8729.650391,8805.5,8805.5,221900.0,0.5833333333333334,0.5555555555555556,0.34327577184720043,0.27735042735042736
1434,2015-02-16,0.4166666666666667,8831.400391,8870.099609,8793.400391,8809.349609,8809.349609,136400.0,0.4583333333333334,0.4007936507936509,0.3020669806384092,0.2237789987789988
1433,2015-02-18,0.5,8811.549805,8894.299805,8808.900391,8869.099609,8869.099609,147600.0,0.3928571428571429,0.30952380952380953,0.23233908948194665,0.18381301238444095
1432,2015-02-19,0.2857142857142857,8883.049805,8913.450195,8794.450195,8895.299805,8895.299805,213300.0,0.21428571428571427,0.1941391941391941,0.22684458398744115,0.14260422117564978
1431,2015-02-20,0.14285714285714285,8895.5,8899.950195,8816.299805,8833.599609,8833.599609,197600.0,0.14835164835164835,0.15018315018315018,0.20643642072213506,0.10791034362462937
1430,2015-02-23,0.15384615384615385,8856.849609,8869.0,8736.099609,8754.950195,8754.950195,139600.0,0.15384615384615385,0.25641025641025644,0.2299843014128729,0.14872667015524166
1429,2015-02-24,0.15384615384615385,8772.900391,8800.5,8726.75,8762.099609,8762.099609,149800.0,0.3076923076923077,0.1813186813186813,0.2238792953078668,0.13224315367172512
1428,2015-02-25,0.4615384615384616,8801.900391,8840.650391,8751.400391,8767.25,8767.25,135200.0,0.19505494505494508,0.28388278388278393,0.2114250828536543,0.12125414268271414
1427,2015-02-26,-0.07142857142857142,8779.0,8786.049805,8669.450195,8683.849609,8683.849609,217500.0,0.19505494505494508,0.1776556776556777,0.14549101691958838,0.13773765916623062
1426,2015-02-27,0.4615384615384616,8729.5,8856.950195,8717.450195,8844.599609,8844.599609,249500.0,0.30219780219780223,0.3040293040293041,0.1352869352869353,0.13093493807779524
1425,2015-02-28,0.14285714285714285,,,,,,,0.2252747252747253,0.1872201872201872,0.058363858363858365,0.10817198674341533
1424,2015-03-02,0.3076923076923077,8953.849609,8972.349609,8885.450195,8956.75,8956.75,218100.0,0.2094017094017094,0.16182336182336185,0.009384266527123677,0.08266178266178267
1423,2015-03-03,0.1111111111111111,8962.849609,9008.400391,8925.549805,8996.25,8996.25,177800.0,0.08888888888888889,0.05925925925925926,0.06746903889761033,0.06717726717726717
1422,2015-03-04,0.06666666666666668,9109.150391,9119.200195,8893.950195,8922.650391,8922.650391,248400.0,0.03333333333333334,-0.02539682539682539,0.04060701203558347,0.059240759240759264
1421,2015-03-05,0.0,8929.400391,8957.549805,8849.349609,8937.75,8937.75,160100.0,-0.07142857142857142,-0.07326007326007326,0.031083202511773936,0.06876456876456875
1420,2015-03-09,-0.14285714285714285,8891.150391,8891.299805,8740.450195,8756.75,8756.75,155500.0,-0.10989010989010987,-0.13992673992673993,0.12998430141287284,0.060828060828060825
1419,2015-03-10,-0.07692307692307693,8769.75,8778.0,8677.349609,8712.049805,8712.049805,163800.0,-0.13846153846153847,0.1457875457875458,0.12658294086865515,0.08293690436547581
1418,2015-03-11,-0.2,8728.75,8755.599609,8682.349609,8699.950195,8699.950195,172800.0,0.2571428571428571,0.14578754578754574,0.15798011512297228,0.124145695574267
1417,2015-03-12,0.7142857142857143,8740.650391,8787.200195,8732.900391,8776.0,8776.0,173900.0,0.31868131868131866,0.21245421245421245,0.15593929879644164,0.16224093366950507
1416,2015-03-13,-0.07692307692307693,8844.049805,8849.75,8631.75,8647.75,8647.75,179200.0,-0.038461538461538464,0.20512820512820515,0.06688549545692404,0.13979195407766834
1415,2015-03-16,0.0,8656.75,8663.549805,8612.0,8633.150391,8633.150391,163300.0,0.3461538461538461,0.17521367521367526,0.07787450644593504,0.16314360242931672
1414,2015-03-17,0.6923076923076923,8689.099609,8742.549805,8630.799805,8723.299805,8723.299805,177000.0,0.26282051282051283,0.22283272283272285,0.1064459350173636,0.1796271189128332
1413,2015-03-18,-0.16666666666666666,8742.900391,8747.25,8664.0,8685.900391,8685.900391,156400.0,-0.011904761904761904,-0.07936507936507936,-0.008328179756751177,0.1599384742241885
1412,2015-03-19,0.14285714285714285,8749.450195,8788.200195,8614.650391,8634.650391,8634.650391,163500.0,-0.03571428571428571,0.0064935064935065,0.039290867862296436,0.20755752184323611
1411,2015-03-20,-0.21428571428571427,8627.900391,8627.900391,8553.0,8570.900391,8570.900391,174600.0,-0.061688311688311674,-0.04112554112554112,0.09031127602556174,0.19735344021058304
1410,2015-03-23,0.09090909090909093,8591.549805,8608.349609,8540.549805,8550.900391,8550.900391,150700.0,0.04545454545454546,0.09696969696969697,0.16854256854256855,0.2330677259248688
1409,2015-03-24,0.0,8537.049805,8627.75,8535.849609,8542.950195,8542.950195,156700.0,0.1,0.029629629629629638,0.2126984126984127,0.2265742194313623
1408,2015-03-25,0.2,8568.900391,8573.75,8516.549805,8530.799805,8530.799805,161000.0,0.04444444444444445,0.08518518518518517,0.2484126984126984,0.24305773591487875
1407,2015-03-26,-0.1111111111111111,8474.950195,8499.450195,8325.349609,8342.150391,8342.150391,280100.0,0.027777777777777776,0.1851851851851852,0.2528083028083028,0.196304489161632
1406,2015-03-27,0.16666666666666666,8396.0,8413.200195,8269.150391,8341.400391,8341.400391,193000.0,0.3333333333333333,0.3333333333333333,0.3282051282051282,0.1828124256695685
1405,2015-03-30,0.5,8390.950195,8492.299805,8380.75,8492.299805,8492.299805,134700.0,0.4166666666666666,0.4111111111111112,0.3758241758241758,0.16541315827030112
1404,2015-03-31,0.3333333333333333,8527.599609,8550.450195,8454.150391,8491.0,8491.0,167200.0,0.3666666666666667,0.3277777777777778,0.3043956043956045,0.13565125350839638
1403,2015-04-01,0.4,8483.700195,8603.400391,8464.75,8586.25,8586.25,125500.0,0.325,0.2935897435897436,0.29759288330716904,0.12374649160363448
1402,2015-04-06,0.25,8615.799805,8667.549805,8573.75,8659.900391,8659.900391,146900.0,0.24038461538461545,0.2991452991452992,0.2404500261643119,0.09517506303220592
1401,2015-04-07,0.2307692307692308,8684.450195,8693.599609,8586.849609,8660.299805,8660.299805,148700.0,0.32371794871794873,0.3824786324786325,0.2377027734170591,0.05350839636553922
1400,2015-04-08,0.4166666666666667,8698.950195,8730.5,8679.799805,8714.400391,8714.400391,148200.0,0.4583333333333334,0.3055555555555556,0.13980067551496128,0.05900290186004475
1399,2015-04-09,0.5,8756.200195,8785.5,8682.450195,8778.299805,8778.299805,152700.0,0.25,0.2619047619047619,0.037419723134008855,0.018251986109128968
1398,2015-04-10,0.0,8774.349609,8787.400391,8733.599609,8780.349609,8780.349609,139000.0,0.14285714285714285,0.09523809523809523,-0.04499785928357355,-0.04493482707768421
1397,2015-04-13,0.2857142857142857,8801.75,8841.650391,8762.099609,8834.0,8834.0,121600.0,0.14285714285714285,0.1721611721611722,-0.03309309737881165,-0.01636339850625564
1396,2015-04-15,0.0,,,,,,,0.1153846153846154,-0.07459207459207455,-0.0500999000999001,-0.03677156177156177
1395,2015-04-16,0.2307692307692308,8757.049805,8760.0,8645.650391,8706.700195,8706.700195,142900.0,-0.11188811188811183,-0.17459207459207454,-0.0500999000999001,-0.051057276057276064
1394,2015-04-17,-0.4545454545454545,8698.049805,8699.849609,8596.700195,8606.0,8606.0,150400.0,-0.3772727272727272,-0.2771561771561771,-0.13068598068598064,-0.0935148185148185
1393,2015-04-20,-0.3,8618.799805,8619.950195,8422.75,8448.099609,8448.099609,148900.0,-0.18846153846153849,-0.09786324786324786,-0.0217948717948718,-0.018190143190143195
1392,2015-04-21,-0.07692307692307693,8416.099609,8469.349609,8352.700195,8377.75,8377.75,407800.0,0.003205128205128201,0.05769230769230769,-0.0009157509157509123,0.048692973692973686
1391,2015-04-22,0.08333333333333333,8400.400391,8449.950195,8284.700195,8429.700195,8429.700195,171800.0,0.125,0.08333333333333333,-0.04487179487179487,0.036330336330336326
1390,2015-04-23,0.16666666666666666,8478.200195,8504.950195,8361.849609,8398.299805,8398.299805,156000.0,0.08333333333333333,-0.05555555555555555,0.000366300366300365,0.04686147186147186
1389,2015-04-24,0.0,8405.700195,8413.299805,8273.349609,8305.25,8305.25,173600.0,-0.16666666666666666,-0.008547008547008536,-0.02344322344322344,0.011147186147186149
1388,2015-04-27,-0.3333333333333333,8330.549805,8334.450195,8202.349609,8213.799805,8213.799805,171500.0,-0.012820512820512804,-0.059829059829059825,-0.05201465201465201,0.0630952380952381
1387,2015-04-28,0.3076923076923077,8215.549805,8308.0,8185.149901999999,8285.599609,8285.599609,174600.0,0.07692307692307693,-0.07692307692307693,-0.05634365634365635,0.13235930735930734
1386,2015-04-29,-0.15384615384615385,8274.799805,8308.200195,8219.200195,8239.75,8239.75,160400.0,-0.2692307692307693,-0.046153846153846184,-0.014585414585414609,0.09450826950826947
1385,2015-04-30,-0.38461538461538464,8224.5,8229.400391,8144.75,8181.5,8181.5,267700.0,0.007692307692307694,0.005128205128205128,0.09830169830169827,0.13846431346431348
1384,2015-05-04,0.4,8230.049805,8346.0,8220.450195,8331.950195,8331.950195,131700.0,0.2,0.06666666666666668,0.11753246753246753,0.18022255522255526
1383,2015-05-05,0.0,8338.400391,8355.650391,8280.599609,8324.799805,8324.799805,155500.0,-0.1,-0.1878787878787879,0.09335664335664336,0.15165112665112668
1382,2015-05-06,-0.2,8316.599609,8331.950195,8083.0,8097.0,8097.0,209600.0,-0.28181818181818186,0.012121212121212088,0.04573759573759573,0.16950826950826953
1381,2015-05-07,-0.3636363636363637,8077.0,8122.600098000001,7997.149901999999,8057.299805,8057.299805,161600.0,0.11818181818181815,0.29090909090909084,0.1782051282051282,0.17585747585747585
1380,2015-05-08,0.6,8131.5,8224.950195,8123.450195,8191.5,8191.5,183100.0,0.6181818181818182,0.3287878787878788,0.3210622710622711,0.20976800976800974
1379,2015-05-11,0.6363636363636364,8243.200195,8332.75,8224.650391,8325.25,8325.25,192000.0,0.19318181818181815,0.2057109557109557,0.2036019536019536,0.16691086691086693
1378,2015-05-12,-0.25,8326.150391,8326.650391,8115.299805,8126.950195,8126.950195,173400.0,-0.009615384615384595,-0.1175213675213675,0.17862692862692864,0.1428848928848929
1377,2015-05-13,0.2307692307692308,8181.549805,8254.950195,8089.799805,8235.450195,8235.450195,169800.0,-0.05128205128205125,0.20823620823620825,0.2429126429126429,0.16074203574203574
1376,2015-05-14,-0.3333333333333333,8232.450195,8236.25,8137.299805,8224.200195,8224.200195,134800.0,0.196969696969697,0.3434343434343434,0.20994560994560996,0.1383061383061383
1375,2015-05-15,0.7272727272727273,8240.299805,8279.200195,8212.200195,8262.349609,8262.349609,129800.0,0.6818181818181819,0.3804713804713805,0.2932789432789433,0.13830613830613828
1374,2015-05-18,0.6363636363636364,8284.950195,8384.599609,8271.950195,8373.650391,8373.650391,148700.0,0.20707070707070707,0.29189329189329194,0.17350982350982352,0.08040570540570544
1373,2015-05-19,-0.2222222222222222,8356.200195,8427.799805,8335.0,8365.650391,8365.650391,140300.0,0.1196581196581197,0.14643874643874644,0.0984737484737485,0.023962148962148974
1372,2015-05-20,0.4615384615384616,8392.650391,8440.349609,8391.450195,8423.25,8423.25,123600.0,0.3307692307692308,0.22051282051282053,0.13021978021978026,0.004120879120879138
1371,2015-05-21,0.2,8434.5,8446.349609,8382.5,8421.0,8421.0,143800.0,0.1,0.15,0.10714285714285714,-0.03905023547880691
1370,2015-05-22,0.0,8432.5,8489.549805,8420.599609,8458.950195,8458.950195,187300.0,0.125,0.0462962962962963,0.07857142857142857,-0.027361923790495214
1369,2015-05-25,0.25,8438.150391,8441.950195,8364.150391,8370.25,8370.25,121300.0,0.06944444444444445,0.08333333333333333,0.06666666666666668,-0.027361923790495214
