,Unnamed: 0,Date,bert_scores,Open,High,Low,Close,Adj Close,Volume,windowSize_2,windowSize_3,week_1,week_2
50,50,2021-02-01,0.35714285714285715,13758.599609,14336.349609,13661.75,14281.200195,14281.200195,870500.0,0.4285714285714286,0.4523809523809524,0.43990929705215415,0.32262677798392086
51,51,2021-01-29,0.4,13946.599609,13966.849609,13596.75,13634.599609,13634.599609,753200.0,0.37857142857142856,0.41904761904761906,0.4256235827664399,0.34226963512677805
52,52,2021-01-28,0.0,13810.400391,13898.25,13713.25,13817.549805,13817.549805,637900.0,0.2,0.2523809523809524,0.3462585034013606,0.35020614306328596
53,53,2021-01-27,-0.1111111111111111,14237.950195,14237.950195,13929.299805,13967.5,13967.5,660700.0,-0.05555555555555555,0.09629629629629631,0.282766439909297,0.3244124922696351
54,54,2021-01-25,-0.125,14477.799805,14491.099609,14218.599609,14238.900391,14238.900391,618600.0,-0.11805555555555555,-0.0787037037037037,0.21729024943310657,0.29600340136054415
55,55,2021-01-22,-0.2857142857142857,14583.400391,14619.900391,14357.75,14371.900391,14371.900391,776800.0,-0.20535714285714285,-0.17394179894179893,0.10504535147392291,0.2597222222222222
56,56,2021-01-21,0.0,14730.950195,14753.549805,14517.25,14590.349609,14590.349609,704600.0,-0.14285714285714285,-0.1369047619047619,0.03361678004535149,0.22910997732426303
57,57,2021-01-20,0.25,14538.299805,14666.450195,14517.549805,14644.700195,14644.700195,623100.0,0.125,-0.011904761904761899,0.018310657596371887,0.22910997732426303
58,58,2021-01-19,0.375,14371.650391,14546.049805,14350.849609,14521.150391,14521.150391,546100.0,0.3125,0.20833333333333334,0.014739229024943314,0.22018140589569166
59,59,2021-01-18,0.125,14453.299805,14459.150391,14222.799805,14281.299805,14281.299805,762000.0,0.25,0.25,0.032596371882086174,0.18942743764172337
60,60,2021-01-15,0.0,14594.349609,14617.450195,14357.849609,14433.700195,14433.700195,789600.0,0.0625,0.16666666666666666,0.048469387755102046,0.16561791383219956
61,61,2021-01-14,-0.14285714285714285,14550.049805,14617.799805,14471.5,14595.599609,14595.599609,620200.0,-0.07142857142857142,-0.0059523809523809494,0.045918367346938785,0.13160430839002268
62,62,2021-01-13,0.38461538461538464,14639.799805,14653.349609,14435.700195,14564.849609,14564.849609,874000.0,0.1208791208791209,0.08058608058608059,0.14167974882260598,0.12336255014826444
63,63,2021-01-12,0.25,14473.799805,14590.650391,14432.849609,14563.450195,14563.450195,929600.0,0.3173076923076923,0.16391941391941392,0.17739403453689168,0.10550540729112158
64,64,2021-01-11,0.25,14474.049805,14498.200195,14383.099609,14484.75,14484.75,672900.0,0.25,0.2948717948717949,0.17739403453689168,0.09785234606663178
65,65,2021-01-08,0.3,14258.400391,14367.299805,14221.650391,14347.25,14347.25,613500.0,0.275,0.26666666666666666,0.16667974882260597,0.09070948892377463
66,66,2021-01-07,0.2,14253.75,14256.25,14123.099609,14137.349609,14137.349609,559200.0,0.25,0.25,0.17739403453689168,0.10499520320948894
67,67,2021-01-06,-0.18181818181818185,14240.950195,14244.150391,14039.900391,14146.25,14146.25,632300.0,0.00909090909090908,0.10606060606060604,0.1514200085628657,0.09994469815898387
68,68,2021-01-05,0.5,14075.150391,14215.599609,14048.150391,14199.5,14199.5,492500.0,0.15909090909090906,0.1727272727272727,0.24325674325674324,0.14458755530184103
69,69,2021-01-04,0.3333333333333333,14104.349609,14147.950195,13953.75,14132.900391,14132.900391,495000.0,0.41666666666666663,0.21717171717171713,0.2359307359307359,0.18880524237667093
70,70,2021-01-01,0.2857142857142857,,,,,,,0.30952380952380953,0.373015873015873,0.24103277674706244,0.20921340564197707
71,71,2020-12-31,0.6,13970.0,14024.849609,13936.450195,13981.75,13981.75,452400.0,0.44285714285714284,0.4063492063492063,0.29103277674706246,0.23421340564197707
72,72,2020-12-30,0.4545454545454545,13980.900391,13997.0,13864.950195,13981.950195,13981.950195,380700.0,0.5272727272727272,0.44675324675324674,0.3131106988249845,0.23989522382379522
73,73,2020-12-29,0.4,13910.349609,13967.599609,13859.900391,13932.599609,13932.599609,439600.0,0.42727272727272725,0.48484848484848486,0.3416821273964131,0.25953808096665243
74,74,2020-12-28,0.3,13815.150391,13885.299805,13811.549805,13873.200195,13873.200195,403600.0,0.35,0.3848484848484848,0.4105132962275819,0.28096665239522384
75,75,2020-12-24,0.0,13672.150391,13771.75,13626.900391,13749.25,13749.25,471400.0,0.15,0.2333333333333333,0.3390847247990105,0.2911707340278769
76,76,2020-12-23,0.3636363636363637,13473.5,13619.450195,13432.200195,13601.099609,13601.099609,458700.0,0.18181818181818185,0.22121212121212122,0.3434137291280148,0.2896722325293754
77,77,2020-12-22,0.0,13373.650391,13492.049805,13192.900391,13466.299805,13466.299805,696200.0,0.18181818181818185,0.12121212121212123,0.3025974025974026,0.27181508967223256
78,78,2020-12-21,-0.08333333333333333,13741.900391,13777.5,13131.450195,13328.400391,13328.400391,687300.0,-0.041666666666666664,0.09343434343434347,0.20497835497835498,0.24800556586270872
79,79,2020-12-18,0.3333333333333333,13764.400391,13772.849609,13658.599609,13760.549805,13760.549805,519400.0,0.125,0.08333333333333333,0.1876623376623377,0.25038651824366115
80,80,2020-12-17,0.42857142857142855,13713.549805,13773.25,13673.549805,13740.700195,13740.700195,416000.0,0.38095238095238093,0.22619047619047616,0.1917439703153989,0.266713048855906
81,81,2020-12-16,0.5,13663.099609,13692.349609,13606.450195,13682.700195,13682.700195,462200.0,0.4642857142857143,0.42063492063492064,0.22031539888682747,0.31541434755720477
82,82,2020-12-15,0.0,13547.200195,13589.650391,13447.049805,13567.849609,13567.849609,497600.0,0.25,0.30952380952380953,0.22031539888682747,0.279700061842919
83,83,2020-12-14,0.09090909090909093,13571.450195,13597.5,13472.450195,13558.150391,13558.150391,558400.0,0.04545454545454546,0.196969696969697,0.1813543599257885,0.26238404452690167
84,84,2020-12-11,0.4,13512.299805,13579.349609,13402.849609,13513.849609,13513.849609,787700.0,0.24545454545454548,0.16363636363636366,0.23849721706864566,0.2705473098330241
85,85,2020-12-10,0.0,13488.5,13503.549805,13399.299805,13478.299805,13478.299805,553400.0,0.2,0.16363636363636366,0.25040197897340755,0.22769016697588126
86,86,2020-12-09,0.7142857142857143,13458.099609,13548.900391,13449.599609,13529.099609,13529.099609,502600.0,0.35714285714285715,0.37142857142857144,0.3048237476808905,0.24624304267161407
87,87,2020-12-08,0.5714285714285714,13393.849609,13435.450195,13311.049805,13392.950195,13392.950195,543200.0,0.6428571428571428,0.42857142857142855,0.32523191094619663,0.2584879406307977
88,88,2020-12-07,0.3333333333333333,13264.849609,13366.650391,13241.950195,13355.75,13355.75,591700.0,0.45238095238095233,0.5396825396825397,0.30142238713667285,0.26086889301175015
89,89,2020-12-04,0.2,13177.400391,13280.049805,13152.849609,13258.549805,13258.549805,640500.0,0.26666666666666666,0.3682539682539683,0.32999381570810143,0.27515460729746444
90,90,2020-12-03,0.5,13215.299805,13216.599609,13107.900391,13133.900391,13133.900391,713700.0,0.35,0.3444444444444444,0.38843537414965984,0.2848948670377241
91,91,2020-12-02,0.8333333333333334,13121.400391,13128.5,12983.549805,13113.75,13113.75,717700.0,0.6666666666666667,0.5111111111111112,0.4503401360544218,0.34441867656153374
92,92,2020-12-01,0.7142857142857143,13062.200195,13128.400391,12962.799805,13109.049805,13109.049805,583600.0,0.7738095238095238,0.6825396825396824,0.5523809523809524,0.40139146567718004
93,93,2020-11-27,0.3,13012.049805,13035.299805,12914.299805,12968.950195,12968.950195,1162400.0,0.5071428571428571,0.6158730158730159,0.4931972789115647,0.39901051329622766
94,94,2020-11-26,0.2222222222222222,12906.450195,13018.0,12790.400391,12987.0,12987.0,549800.0,0.26111111111111107,0.4121693121693122,0.44331065759637195,0.3842712842712843
95,95,2020-11-25,-0.08333333333333333,13130.0,13145.849609,12833.650391,12858.400391,12858.400391,679000.0,0.06944444444444445,0.14629629629629629,0.3837868480725624,0.3426046176046177
96,96,2020-11-24,0.3636363636363637,13002.599609,13079.099609,12978.0,13055.150391,13055.150391,571900.0,0.1401515151515152,0.16750841750841752,0.40716347144918574,0.3685786435786436
97,97,2020-11-23,0.2727272727272727,12960.299805,12968.849609,12825.700195,12926.450195,12926.450195,633100.0,0.31818181818181823,0.18434343434343436,0.3746959389816533,0.38156565656565666
98,98,2020-11-20,1.0,12813.400391,12892.450195,12730.25,12859.049805,12859.049805,664000.0,0.6363636363636364,0.5454545454545455,0.3985054627911771,0.4244227994227994
99,99,2020-11-19,0.1111111111111111,12839.5,12963.0,12745.75,12771.700195,12771.700195,768800.0,0.5555555555555556,0.4612794612794613,0.31233766233766236,0.4323593073593074
100,100,2020-11-18,0.4444444444444444,12860.099609,12948.849609,12819.349609,12938.25,12938.25,731300.0,0.2777777777777778,0.5185185185185185,0.332972582972583,0.41308493094207377
101,101,2020-11-17,0.4444444444444444,12932.5,12934.049805,12797.099609,12874.200195,12874.200195,707700.0,0.4444444444444444,0.3333333333333333,0.36471861471861466,0.4040146361574933
102,102,2020-11-14,0.375,,,,,,,0.4097222222222222,0.4212962962962963,0.4301948051948052,0.40699082663368374
103,103,2020-11-13,0.3333333333333333,12659.700195,12735.950195,12607.700195,12719.950195,12719.950195,513900.0,0.35416666666666663,0.38425925925925924,0.4258658008658008,0.41651463615749323
104,104,2020-11-12,0.3333333333333333,12702.150391,12741.150391,12624.849609,12690.799805,12690.799805,622000.0,0.3333333333333333,0.34722222222222215,0.4345238095238095,0.40460987425273137
105,105,2020-11-11,0.3,12680.599609,12769.75,12571.099609,12749.150391,12749.150391,880500.0,0.31666666666666665,0.3222222222222222,0.3345238095238095,0.3665146361574933
106,106,2020-11-10,0.4545454545454545,12556.400391,12643.900391,12475.25,12631.099609,12631.099609,847500.0,0.3772727272727272,0.3626262626262626,0.3835858585858586,0.34796176046176047
107,107,2020-11-09,0.5,12399.400391,12474.049805,12367.349609,12461.049805,12461.049805,553400.0,0.47727272727272724,0.41818181818181815,0.3915223665223665,0.36224747474747476
108,108,2020-11-06,0.6,12156.650391,12280.400391,12131.849609,12263.549805,12263.549805,576800.0,0.55,0.5181818181818182,0.4137445887445888,0.3892316017316017
109,109,2020-11-05,0.3333333333333333,12062.400391,12131.099609,12027.599609,12120.299805,12120.299805,632500.0,0.4666666666666667,0.4777777777777778,0.40779220779220776,0.4189935064935065
110,110,2020-11-04,0.75,11783.349609,11929.650391,11756.400391,11908.5,11908.5,667300.0,0.5416666666666666,0.561111111111111,0.4673160173160173,0.4465909090909091
111,111,2020-11-03,0.75,11734.450195,11836.200195,11723.299805,11813.5,11813.5,674300.0,0.75,0.611111111111111,0.5268398268398268,0.4806818181818181
112,112,2020-11-02,0.75,11697.349609,11725.650391,11557.400391,11669.150391,11669.150391,568400.0,0.75,0.75,0.591125541125541,0.46282467532467525
113,113,2020-10-30,0.0,11678.450195,11748.950195,11535.450195,11642.400391,11642.400391,553700.0,0.375,0.5,0.5261904761904762,0.45488816738816734
114,114,2020-10-29,0.0,11633.299805,11744.150391,11606.450195,11670.799805,11670.799805,555000.0,0.0,0.25,0.4547619047619048,0.4231421356421356
115,115,2020-10-28,-0.14285714285714285,11922.599609,11929.400391,11684.849609,11729.599609,11729.599609,704000.0,-0.07142857142857142,-0.047619047619047616,0.348639455782313,0.3811920222634508
116,116,2020-10-27,0.5,11807.099609,11899.049805,11723.0,11889.400391,11889.400391,616300.0,0.17857142857142858,0.11904761904761905,0.37244897959183676,0.39012059369202223
117,117,2020-10-26,-0.2727272727272727,11937.400391,11942.849609,11711.700195,11767.75,11767.75,519800.0,0.11363636363636365,0.028138528138528147,0.22634508348794063,0.3468305504019789
118,118,2020-10-23,0.375,11957.900391,11974.549805,11908.75,11930.349609,11930.349609,502300.0,0.051136363636363646,0.20075757575757577,0.17277365491651206,0.34980674087816943
119,119,2020-10-22,0.0,11890.0,11939.549805,11823.450195,11896.450195,11896.450195,544900.0,0.1875,0.034090909090909095,0.06563079777365492,0.328378169449598
120,120,2020-10-21,0.5,11958.549805,12018.650391,11775.75,11937.650391,11937.650391,623700.0,0.25,0.2916666666666667,0.13705936920222636,0.3316249226963513
121,121,2020-10-20,0.0,11861.0,11949.25,11837.25,11896.799805,11896.799805,453600.0,0.25,0.16666666666666666,0.13705936920222636,0.29591063698206554
122,122,2020-10-19,0.2727272727272727,11879.200195,11898.25,11820.400391,11873.049805,11873.049805,541400.0,0.13636363636363635,0.25757575757575757,0.19642857142857142,0.2725340136054422
123,123,2020-10-16,0.14285714285714285,11727.400391,11789.75,11667.849609,11762.450195,11762.450195,555800.0,0.20779220779220778,0.13852813852813853,0.14540816326530612,0.25892857142857145
124,124,2020-10-15,0.125,12023.450195,12025.450195,11661.299805,11680.349609,11680.349609,608900.0,0.13392857142857142,0.18019480519480516,0.20222634508348794,0.21428571428571427
125,125,2020-10-14,0.0,11917.400391,11997.200195,11822.150391,11971.049805,11971.049805,569200.0,0.0625,0.08928571428571429,0.14865491651205937,0.16071428571428573
126,126,2020-10-13,0.5,11934.650391,11988.200195,11888.900391,11934.5,11934.5,458300.0,0.25,0.20833333333333334,0.2200834879406308,0.14285714285714285
127,127,2020-10-12,0.125,11973.549805,12022.049805,11867.200195,11930.950195,11930.950195,522600.0,0.3125,0.20833333333333334,0.16651205936920221,0.15178571428571433
128,128,2020-10-09,0.1111111111111111,11852.049805,11938.599609,11805.200195,11914.200195,11914.200195,611100.0,0.11805555555555555,0.24537037037037038,0.1823850752422181,0.15972222222222224
129,129,2020-10-08,0.3,11835.400391,11905.700195,11791.150391,11834.599609,11834.599609,608800.0,0.20555555555555555,0.1787037037037037,0.18628117913832196,0.1913548752834467
130,130,2020-10-07,0.0,11679.25,11763.049805,11629.349609,11738.849609,11738.849609,513400.0,0.15,0.13703703703703704,0.16587301587301587,0.155640589569161
131,131,2020-10-06,0.5,11603.450195,11680.299805,11564.299805,11662.400391,11662.400391,561400.0,0.25,0.26666666666666666,0.21944444444444447,0.2108353947639662
132,132,2020-10-05,0.4444444444444444,11487.799805,11578.049805,11452.299805,11503.349609,11503.349609,530600.0,0.4722222222222222,0.3148148148148148,0.28293650793650793,0.21579571222428365
133,133,2020-10-01,0.0,11364.450195,11428.599609,11347.049805,11416.950195,11416.950195,447700.0,0.2222222222222222,0.3148148148148148,0.2115079365079365,0.21579571222428365
134,134,2020-09-30,0.5,11244.450195,11295.400391,11184.549805,11247.549805,11247.549805,499300.0,0.25,0.3148148148148148,0.2650793650793651,0.21579571222428365
135,135,2020-09-29,-0.2857142857142857,11288.599609,11305.400391,11181.0,11222.400391,11222.400391,498300.0,0.10714285714285715,0.07142857142857144,0.20839002267573695,0.19538754895897753
136,136,2020-09-28,0.8333333333333334,11140.849609,11239.349609,11099.849609,11227.549805,11227.549805,472800.0,0.27380952380952384,0.34920634920634924,0.28458049886621317,0.23543083900226755
137,137,2020-09-25,0.0,10910.400391,11072.599609,10854.849609,11050.25,11050.25,559600.0,0.4166666666666667,0.18253968253968256,0.28458049886621317,0.2252267573696145
138,138,2020-09-24,0.0,11011.0,11015.299805,10790.200195,10805.549805,10805.549805,706100.0,0.0,0.2777777777777778,0.21315192743764172,0.21629818594104308
139,139,2020-09-23,0.0,11258.75,11259.549805,11024.400391,11131.849609,11131.849609,714900.0,0.0,0.0,0.14965986394557823,0.21629818594104308
140,140,2020-09-22,-0.125,11301.75,11302.200195,11084.650391,11153.650391,11153.650391,672200.0,-0.0625,-0.041666666666666664,0.13180272108843538,0.17165532879818593
141,141,2020-09-21,-0.125,11503.799805,11535.25,11218.5,11250.549805,11250.549805,602900.0,-0.125,-0.08333333333333333,0.042517006802721094,0.15379818594104308
142,142,2020-09-18,0.16666666666666666,11584.099609,11584.099609,11446.099609,11504.950195,11504.950195,764200.0,0.02083333333333333,-0.02777777777777778,0.10714285714285714,0.15776643990929703
143,143,2020-09-17,-0.14285714285714285,11539.400391,11587.200195,11498.5,11516.099609,11516.099609,0.0,0.011904761904761904,-0.03373015873015873,-0.03231292517006803,0.12613378684807255
144,144,2020-09-16,0.6,11538.450195,11618.099609,11516.75,11604.549805,11604.549805,527800.0,0.22857142857142856,0.20793650793650795,0.05340136054421769,0.16899092970521545
145,145,2020-09-15,0.3333333333333333,11487.200195,11535.950195,11442.25,11521.799805,11521.799805,506700.0,0.4666666666666667,0.2634920634920635,0.10102040816326531,0.15708616780045354
146,146,2020-09-14,0.6,11540.150391,11568.900391,11383.549805,11440.049805,11440.049805,642300.0,0.4666666666666667,0.5111111111111111,0.186734693877551,0.16819727891156463
147,147,2020-09-11,0.3333333333333333,11447.799805,11493.5,11419.900391,11464.450195,11464.450195,554800.0,0.4666666666666667,0.4222222222222222,0.2522108843537415,0.19200680272108844
148,148,2020-09-10,0.625,11363.299805,11464.049805,11327.400391,11449.25,11449.25,679400.0,0.47916666666666663,0.5194444444444444,0.35935374149659854,0.20093537414965984
149,149,2020-09-09,0.0,11218.599609,11298.150391,11185.150391,11278.0,11278.0,728900.0,0.3125,0.3194444444444444,0.33554421768707476,0.22134353741496596
150,150,2020-09-08,0.14285714285714285,11378.549805,11437.25,11290.450195,11317.349609,11317.349609,572200.0,0.07142857142857142,0.25595238095238093,0.37636054421768705,0.17202380952380952
151,151,2020-09-07,0.2,11359.599609,11381.150391,11251.700195,11355.049805,11355.049805,560300.0,0.17142857142857143,0.11428571428571428,0.31921768707482995,0.1863095238095238
152,152,2020-09-04,-0.5555555555555556,11354.400391,11452.049805,11303.650391,11333.849609,11333.849609,681300.0,-0.17777777777777778,-0.0708994708994709,0.19223356009070297,0.1466269841269841
153,153,2020-09-03,0.0,11566.200195,11584.950195,11507.650391,11527.450195,11527.450195,607100.0,-0.2777777777777778,-0.11851851851851852,0.10651927437641724,0.1466269841269841
154,154,2020-09-02,0.6666666666666666,11478.549805,11554.75,11430.400391,11535.0,11535.0,593500.0,0.3333333333333333,0.037037037037037014,0.15413832199546484,0.20317460317460317
155,155,2020-09-01,0.1111111111111111,11464.299805,11553.549805,11366.900391,11470.25,11470.25,783800.0,0.38888888888888884,0.25925925925925924,0.08072562358276643,0.2200396825396825
156,156,2020-08-31,0.3,11777.549805,11794.25,11325.849609,11387.5,11387.5,1371800.0,0.20555555555555555,0.3592592592592592,0.12358276643990927,0.22956349206349208
157,157,2020-08-28,0.14285714285714285,11602.950195,11686.049805,11589.400391,11647.599609,11647.599609,807000.0,0.22142857142857142,0.18465608465608466,0.1235827664399093,0.2499716553287982
158,158,2020-08-27,0.375,11609.299805,11617.349609,11540.599609,11559.25,11559.25,719800.0,0.2589285714285714,0.2726190476190476,0.1485827664399093,0.23390022675736963
159,159,2020-08-26,0.2222222222222222,11512.849609,11561.75,11461.849609,11549.599609,11549.599609,743400.0,0.2986111111111111,0.24669312169312171,0.2596938775510204,0.2259637188208617
160,160,2020-08-25,0.2,11513.099609,11525.900391,11423.349609,11472.25,11472.25,638200.0,0.2111111111111111,0.2657407407407408,0.288265306122449,0.1973922902494331
161,161,2020-08-24,0.2222222222222222,11412.0,11497.25,11410.650391,11466.450195,11466.450195,532900.0,0.2111111111111111,0.2148148148148148,0.22477324263038548,0.18945578231292518
