,Date,Open,High,Low,Close,Adj Close,Volume,scores,windowSize_2,windowSize_3,week_1,week_2
0,2012-08-07,5295.399902,5350.100098,5281.649902,5336.700195,5336.700195,0.0,0.438,0.438,0.438,0.438,0.438
1,2012-08-08,5345.25,5377.600098,5331.049805,5338.0,5338.0,0.0,0.1822,0.3101,0.1822,0.1822,0.1822
2,2012-08-09,5348.299805,5368.200195,5312.100098,5322.950195,5322.950195,0.0,-0.009333333333333341,0.08643333333333333,0.20362222222222223,-0.009333333333333341,-0.009333333333333341
3,2012-08-10,5308.200195,5330.100098,5294.100098,5320.399902,5320.399902,0.0,0.062185714285714275,0.026426190476190468,0.07835079365079364,0.062185714285714275,0.062185714285714275
4,2012-08-13,5316.350098,5352.450195,5309.049805,5347.899902,5347.899902,0.0,0.2772142857142857,0.1697,0.1100222222222222,0.2772142857142857,0.2772142857142857
5,2012-08-14,5343.25,5387.049805,5328.799805,5380.350098,5380.350098,0.0,0.3318375,0.3045258928571428,0.2237458333333333,0.3318375,0.3318375
6,2012-08-16,5385.950195,5390.649902,5356.649902,5362.950195,5362.950195,0.0,0.3905714285714286,0.3612044642857143,0.33320773809523807,0.23895365646258498,0.3905714285714286
7,2012-08-17,5368.600098,5399.950195,5341.700195,5366.299805,5366.299805,0.0,0.3222,0.3563857142857143,0.3482029761904762,0.22241079931972788,0.3222
8,2012-08-21,5368.700195,5425.149902,5368.700195,5421.0,5421.0,0.0,0.3662375,0.34421875,0.35966964285714287,0.2487018707482993,0.3662375
9,2012-08-22,5395.75,5433.350098,5394.799805,5412.850098,5412.850098,0.0,0.19610999999999995,0.28117375,0.29484916666666666,0.2780509183673469,0.19610999999999995
10,2012-08-23,5426.149902,5448.600098,5393.850098,5415.350098,5415.350098,0.0,0.26723,0.23167,0.2765258333333333,0.3073429591836735,0.26723
11,2012-08-24,5392.600098,5399.649902,5371.0,5386.700195,5386.700195,0.0,0.1666090909090909,0.21691954545454545,0.20998303030303025,0.2915422170686456,0.1666090909090909
12,2012-08-27,5387.850098,5399.149902,5346.649902,5350.25,5350.25,0.0,0.08917272727272728,0.12789090909090908,0.17433727272727273,0.25687582096474953,0.08917272727272728
13,2012-08-28,,,,,,,0.17862499999999998,0.13389886363636364,0.14480227272727272,0.22659775974025975,0.2327757081014224
14,2012-08-29,5343.850098,5345.5,5282.700195,5287.799805,5287.799805,0.0,0.19279,0.18570749999999997,0.1535292424242424,0.20811061688311688,0.2152607081014224
15,2012-08-30,5268.600098,5342.799805,5255.049805,5315.049805,5315.049805,0.0,-0.043460000000000006,0.074665,0.10931833333333334,0.1495824025974026,0.199142136672851
16,2012-08-31,5298.200195,5303.25,5238.899902,5258.5,5258.5,0.0,0.06556999999999999,0.011054999999999992,0.07163333333333333,0.13093383116883114,0.20449237476808904
17,2012-09-03,5276.5,5295.799805,5243.149902,5253.75,5253.75,0.0,0.2366,0.151085,0.08623666666666667,0.12655811688311688,0.21695053803339517
18,2012-09-04,5249.149902,5278.350098,5233.200195,5274.0,5274.0,0.0,0.09790909090909088,0.16725454545454543,0.13335969696969696,0.11674383116883115,0.20414302411873836
19,2012-09-05,5243.899902,5259.5,5215.700195,5225.700195,5225.700195,0.0,0.07728181818181817,0.08759545454545453,0.13726363636363637,0.11504512987012985,0.1859604754174397
20,2012-09-06,5217.649902,5260.600098,5217.649902,5238.399902,5238.399902,0.0,0.23983000000000004,0.1585559090909091,0.13834030303030304,0.1237887012987013,0.17519323051948052
21,2012-09-07,5309.450195,5347.149902,5309.200195,5342.100098,5342.100098,0.0,0.24918,0.24450500000000003,0.1887639393939394,0.13184441558441556,0.16997751623376622
22,2012-09-08,,,,,,,0.66076,0.45497,0.38325666666666663,0.2324472727272727,0.19101483766233765
23,2012-09-10,5361.899902,5375.450195,5349.100098,5363.450195,5363.450195,0.0,0.17633749999999998,0.41854875,0.3620925,0.2482712012987013,0.18960251623376623
24,2012-09-11,5336.100098,5393.350098,5332.100098,5390.0,5390.0,0.0,0.05145555555555555,0.11389652777777777,0.2961843518518518,0.22182199494949498,0.17419005591630587
25,2012-09-12,5404.450195,5435.549805,5393.950195,5431.0,5431.0,0.0,0.26765999999999995,0.15955777777777774,0.1651510185185185,0.2460721248196248,0.18140797799422798
26,2012-09-13,5435.200195,5447.450195,5421.850098,5435.350098,5435.350098,0.0,0.23261111111111116,0.25013555555555556,0.1839088888888889,0.2682620238095238,0.19165357683982684
27,2012-09-14,5528.350098,5586.649902,5526.950195,5577.649902,5577.649902,0.0,0.35423000000000004,0.2934205555555556,0.2848337037037037,0.28460488095238096,0.20419679112554115
28,2012-09-17,5631.75,5652.200195,5585.149902,5610.0,5610.0,0.0,0.29891666666666666,0.3265733333333334,0.2952525925925926,0.29171011904761907,0.21177726731601734
29,2012-09-18,5602.399902,5620.549805,5586.450195,5600.049805,5600.049805,0.0,0.1449333333333333,0.22192499999999998,0.2660266666666667,0.21802059523809528,0.22523393398268401
30,2012-09-20,5536.950195,5581.350098,5534.899902,5554.25,5554.25,0.0,-0.16816,-0.01161333333333335,0.09189666666666667,0.1688066666666667,0.208538933982684
31,2012-09-21,5577.0,5720.0,5575.450195,5691.149902,5691.149902,0.0,0.2771181818181818,0.05447909090909091,0.08463050505050503,0.2010441847041847,0.2114330898268398
32,2012-09-24,5691.950195,5709.850098,5662.75,5669.600098,5669.600098,0.0,0.19669,0.23690409090909093,0.10188272727272729,0.19090561327561328,0.21848886904761905
33,2012-09-25,5674.899902,5702.700195,5652.450195,5673.899902,5673.899902,0.0,0.31734,0.257015,0.2637160606060606,0.20300974025974025,0.23563588203463204
34,2012-09-26,5653.399902,5672.799805,5638.649902,5663.450195,5663.450195,0.0,0.0944363636363636,0.2058881818181818,0.2028221212121212,0.16589636363636365,0.2252506222943723
35,2012-09-27,5673.75,5693.700195,5639.700195,5649.5,5649.5,0.0,0.39518000000000003,0.2448081818181818,0.2689854545454546,0.1796482683982684,0.23567919372294371
36,2012-09-28,5684.799805,5735.149902,5683.450195,5703.299805,5703.299805,0.0,0.18838,0.29178000000000004,0.2259987878787879,0.18585493506493506,0.20193776515151515
37,2012-10-01,5704.75,5722.950195,5694.0,5718.799805,5718.799805,0.0,0.3279454545454545,0.25816272727272727,0.30383515151515156,0.2567271428571429,0.21276690476190477
38,2012-10-03,5727.700195,5743.25,5715.799805,5731.25,5731.25,0.0,0.1254222222222222,0.22668383838383835,0.21391589225589222,0.23505629148629148,0.2180502380952381
39,2012-10-04,5751.549805,5807.25,5751.350098,5787.600098,5787.600098,0.0,0.355,0.2402111111111111,0.2694558922558922,0.2576720057720058,0.22428880952380953
40,2012-10-05,5815.0,5815.350098,4888.200195,5746.950195,5746.950195,0.0,0.21977500000000005,0.2873875,0.2333990740740741,0.24373414862914863,0.22337194444444444
41,2012-10-08,5751.850098,5751.850098,5666.200195,5676.0,5676.0,0.0,0.09230999999999998,0.15604250000000003,0.22236166666666668,0.24343038239538242,0.20466337301587303
42,2012-10-09,5708.149902,5728.649902,5677.899902,5704.600098,5704.600098,0.0,0.33899,0.21565,0.21702500000000002,0.23540323953823955,0.20752575396825398
43,2012-10-10,5671.149902,5686.5,5647.049805,5652.149902,5652.149902,0.0,-0.02478888888888888,0.15710055555555558,0.1355037037037037,0.20495054112554115,0.19540273809523812
44,2012-10-11,5663.5,5721.100098,5636.950195,5708.049805,5708.049805,0.0,0.3433777777777778,0.15929444444444446,0.21919296296296298,0.20715515873015874,0.2319411507936508
45,2012-10-12,5681.700195,5725.0,5659.350098,5676.049805,5676.049805,0.0,-0.0099,0.16673888888888888,0.1028962962962963,0.18782341269841268,0.2114398520923521
46,2012-10-15,5674.25,5693.700195,5651.049805,5687.25,5687.25,0.0,0.037311111111111114,0.013705555555555558,0.1235962962962963,0.1424392857142857,0.20005564574314577
47,2012-10-16,5705.600098,5714.0,5635.600098,5648.0,5648.0,0.0,0.1943888888888889,0.11585000000000001,0.07393333333333334,0.13881269841269842,0.19127342352092352
48,2012-10-17,5681.100098,5684.350098,5633.899902,5660.25,5660.25,0.0,0.23674,0.21556444444444445,0.15614666666666668,0.15944555555555556,0.20143796897546892
49,2012-10-18,5675.299805,5722.5,5650.549805,5718.700195,5718.700195,0.0,0.18579166666666666,0.21126583333333332,0.20564018518518515,0.13756007936507936,0.18648165945165943
50,2012-10-19,5703.299805,5711.700195,5660.0,5684.25,5684.25,0.0,0.16168999999999994,0.1737408333333333,0.19474055555555556,0.16419992063492064,0.18457523088023084
51,2012-10-22,5667.600098,5721.549805,5658.049805,5717.149902,5717.149902,0.0,0.008487500000000009,0.08508874999999998,0.11865638888888887,0.11635845238095237,0.16175680555555555
52,2012-10-23,5715.649902,5720.799805,5681.450195,5691.399902,5691.399902,0.0,0.22359090909090906,0.11603920454545454,0.13125613636363634,0.14971429653679655,0.16876885461760463
53,2012-10-25,5688.799805,5718.75,5685.700195,5705.299805,5705.299805,0.0,0.3772625000000001,0.3004267045454546,0.2031136363636364,0.19827878066378068,0.17035903318903317
54,2012-10-29,5665.200195,5698.299805,5645.100098,5665.600098,5665.600098,0.0,0.26756250000000004,0.3224125000000001,0.28947196969696976,0.20873215367965367,0.17377242604617607
55,2012-10-30,5656.350098,5689.899902,5589.899902,5597.899902,5597.899902,0.0,0.29889999999999994,0.28323125,0.31457500000000005,0.21761215367965364,0.18852885461760463
